"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","cellular detoxification of aldehyde","GO:0110095","false","0.000017492407217630328","4.757150420973234","9","201","5","21110","ADH4,ADH5,AKR1A1,ALDH1A1,ESD"
"GO:BP","cellular response to chemical stimulus","GO:0070887","false","0.00005745991112983352","4.240635050043562","2722","201","55","21110","AADAC,ABCG2,ADH4,ADH5,ADIPOQ,AKAP7,AKR1A1,ALDH1A1,ALDH1A2,ALDH3A1,ALDH3B1,CASQ2,CD24,CHRNB2,CKB,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A5,DNAJB12,DNAJB14,DNMT3A,EEF2K,ERBIN,ESD,FOXP1,GIT1,GLYAT,HBA2,KANK1,KCNE2,MGST1,MLXIPL,NFAT5,PKLR,SH3BP4,SRXN1,SULT1A1,SULT1A2,TGFB2,TRPM4,TXK,UGT1A1,UGT1A10,UGT1A3,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2B15,UGT2B17,UGT2B28,UGT2B7,UGT3A2"
"GO:BP","ethanol catabolic process","GO:0006068","false","0.00010742149115786437","3.968908823314668","12","201","5","21110","ADH7,ALDH2,ALDH3B1,SULT1A1,SULT1A2"
"GO:BP","cellular metabolic process","GO:0044237","false","0.0002982256973602248","3.5254549372045965","11477","201","145","21110","AADAC,ABCG2,ACACB,ACO1,ACSS1,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ADHFE1,ADIPOQ,AKAP7,AKR1A1,ALDH1A1,ALDH1A2,ALDH1A3,ALDH2,ALDH3A1,ALDH3B1,ALDH6A1,ATG101,AWAT2,BCKDHB,CA14,CD24,CDK8,CELF1,CHRNB2,CKB,CPSF4,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A5,DDX6,DHRS3,DNMT3A,ECRG4,EEF2K,EPM2A,ERBIN,ESD,FAF1,FGF3,FMO3,FOXP1,FOXP2,FOXP4,FOXR2,GABPB1,GDF10,GIT1,GIT2,GLYAT,GRK6,GTF2IRD2,HBA2,HIPK3,HSP90AA1,INHBC,INPPL1,KDM8,LDHAL6A,LDHD,MECP2,MECR,MLF1,MLX,MLXIPL,NFAT5,NKX6-2,NRROS,OTUD6B,PANK2,PGBD1,PHLPP2,PKLR,PM20D1,PRKAB2,PRKAR2A,PTEN,PTGR1,PTGR2,RAD23A,RGN,SBK1,SECISBP2L,SH3BP4,SH3YL1,SMG1,SND1,SNRPC,SPAG8,SPTBN1,STAM2,SULT1A1,SULT1A2,SYNJ2,TELO2,TENT2,TESMIN,TGFB2,TMTC1,TP53I3,TRIM45,TRMT6,TRPM7,TTC21B,TXK,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,ULK3,XYLT1,YEATS4,ZBED9-AS1,ZBTB18,ZBTB21,ZBTB8B,ZKSCAN1,ZKSCAN5,ZNF215,ZNF394,ZNF397,ZNF483,ZSCAN25,ZSCAN32"
"GO:BP","primary alcohol catabolic process","GO:0034310","false","0.00039793662972084333","3.40018608258407","15","201","5","21110","ADH7,ALDH2,ALDH3B1,SULT1A1,SULT1A2"
"GO:BP","regulation of biological quality","GO:0065008","false","0.0004121942446991416","3.384898076391969","2964","201","56","21110","ADGRL1,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ADIPOQ,AKAP7,ALDH1A1,ALDH1A2,ALDH1A3,AWAT2,CACNB3,CACNG4,CASQ2,CD24,CELF1,CHRNB2,CYP2C18,CYP3A5,DHRS3,EEF2K,ERBIN,GIT1,HSP90AA1,KANK1,KCNE2,KDM8,LIMA1,MECP2,NLGN2,PANK2,PTEN,RAD23A,SLC24A2,SLC4A8,SPTBN1,SULT1A1,TANC2,TELO2,TENT2,TRPM4,TXK,UGT1A1,UGT1A3,UGT1A7,UGT1A8,UGT1A9,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"GO:BP","regulation of fatty acid metabolic process","GO:0019217","false","0.00041311909268902013","3.383924733229961","91","201","9","21110","ACACB,ADIPOQ,MLXIPL,PANK2,RGN,UGT1A1,UGT1A10,UGT1A4,UGT1A8"
"GO:BP","cellular response to aldehyde","GO:0110096","false","0.0008073721453672857","3.092926237984855","17","201","5","21110","ADH4,ADH5,AKR1A1,ALDH1A1,ESD"
"GO:BP","formaldehyde catabolic process","GO:0046294","false","0.0016355838256646089","2.7863271928470614","3","201","3","21110","ADH4,ADH5,ESD"
"GO:BP","negative regulation of glucuronosyltransferase activity","GO:1904224","true","0.0016355838256646089","2.7863271928470614","3","201","3","21110","UGT1A1,UGT1A10,UGT1A4"
"GO:BP","regulation of glucuronosyltransferase activity","GO:1904223","false","0.0016355838256646089","2.7863271928470614","3","201","3","21110","UGT1A1,UGT1A10,UGT1A4"
"GO:BP","negative regulation of cellular glucuronidation","GO:2001030","false","0.0016355838256646089","2.7863271928470614","3","201","3","21110","UGT1A1,UGT1A10,UGT1A4"
"GO:BP","cellular detoxification","GO:1990748","true","0.0020948367535037434","2.6788498150914215","110","201","9","21110","ABCG2,ADH4,ADH5,AKR1A1,ALDH1A1,ESD,HBA2,MGST1,SRXN1"
"GO:BP","cellular ketone metabolic process","GO:0042180","false","0.0022259801167928348","2.6524787192491632","216","201","12","21110","ACACB,ADH4,ADIPOQ,AKR1A1,CYP2B6,MLXIPL,PANK2,RGN,UGT1A1,UGT1A10,UGT1A4,UGT1A8"
"GO:BP","alcohol catabolic process","GO:0046164","false","0.003339526281913717","2.476315134308788","39","201","6","21110","ADH4,ADH7,ALDH2,ALDH3B1,SULT1A1,SULT1A2"
"GO:BP","cellular response to toxic substance","GO:0097237","false","0.004053879800064068","2.3921291325405942","119","201","9","21110","ABCG2,ADH4,ADH5,AKR1A1,ALDH1A1,ESD,HBA2,MGST1,SRXN1"
"GO:BP","organic hydroxy compound catabolic process","GO:1901616","false","0.004330301230129094","2.363481891629887","63","201","7","21110","ADH4,ADH7,ALDH2,ALDH3B1,LDHD,SULT1A1,SULT1A2"
"GO:BP","formaldehyde metabolic process","GO:0046292","false","0.006496306175238874","2.187333514696191","4","201","3","21110","ADH4,ADH5,ESD"
"GO:BP","regulation of cellular glucuronidation","GO:2001029","false","0.006496306175238874","2.187333514696191","4","201","3","21110","UGT1A1,UGT1A10,UGT1A4"
"GO:BP","small molecule catabolic process","GO:0044282","false","0.007269469608098198","2.138497274791472","379","201","15","21110","ACACB,ADH4,ADH5,ADH7,ADHFE1,ADIPOQ,AKR1A1,ALDH2,ALDH3B1,ALDH6A1,BCKDHB,ESD,LDHD,SULT1A1,SULT1A2"
"GO:BP","regulation of cellular ketone metabolic process","GO:0010565","false","0.00843378767980438","2.0739773365260437","130","201","9","21110","ACACB,ADIPOQ,MLXIPL,PANK2,RGN,UGT1A1,UGT1A10,UGT1A4,UGT1A8"
"GO:BP","response to chemical","GO:0042221","false","0.010140141722118554","1.993955975110776","4124","201","66","21110","AADAC,ABCG2,ACACB,ACO1,ADH4,ADH5,ADH6,ADH7,ADIPOQ,AKAP7,AKR1A1,ALDH1A1,ALDH1A2,ALDH3A1,ALDH3B1,BCKDHB,CACNG4,CASQ2,CD24,CHRNB2,CKB,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A5,DNAJB12,DNAJB14,DNMT3A,EEF2K,ERBIN,ESD,FAF1,FOXP1,GIT1,GLYAT,HBA2,HSP90AA1,INPPL1,KANK1,KCNE2,MGST1,MLXIPL,NFAT5,PKLR,PTGR1,SH3BP4,SRXN1,SULT1A1,SULT1A2,TESMIN,TGFB2,TRPM4,TXK,UGT1A1,UGT1A10,UGT1A3,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2B15,UGT2B17,UGT2B28,UGT2B7,UGT3A2"
"GO:BP","detoxification","GO:0098754","false","0.012207505306545022","1.9133730782580334","136","201","9","21110","ABCG2,ADH4,ADH5,AKR1A1,ALDH1A1,ESD,HBA2,MGST1,SRXN1"
"GO:BP","cellular response to stimulus","GO:0051716","false","0.014197631618241833","1.8477840965264407","7521","201","102","21110","AADAC,ABCG2,ADGRG5,ADGRG6,ADGRL1,ADH4,ADH5,ADH7,ADIPOQ,AKAP7,AKR1A1,ALDH1A1,ALDH1A2,ALDH3A1,ALDH3B1,ARHGAP26,CACNB3,CACNG4,CASQ2,CD24,CELSR3,CHRNB2,CKB,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A5,DHRS3,DLGAP4,DNAJB12,DNAJB14,DNAJC25-GNG10,DNMT3A,DOCK9,DTNA,ECRG4,EEF2K,EPM2A,ERBIN,ESD,FAF1,FGF3,FOXP1,GDF10,GIT1,GIT2,GLYAT,GRK6,HBA2,HIPK3,HSP90AA1,INHBC,INPPL1,KANK1,KCNE2,MECP2,MGST1,MLF1,MLXIPL,NFAT5,NLGN2,NRROS,PHLPP2,PKLR,PPP1R9A,PRKAB2,PRKAR2A,PSD2,PTEN,RABEP2,RAD23A,RASA3,RGN,SH3BP4,SLC24A2,SMG1,SPTBN1,SRXN1,STAM2,SULT1A1,SULT1A2,TELO2,TENT2,TGFB2,TRPM4,TTC21B,TXK,UGT1A1,UGT1A10,UGT1A3,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2B15,UGT2B17,UGT2B28,UGT2B7,UGT3A2,ULK3,YEATS4"
"GO:BP","organic acid biosynthetic process","GO:0016053","false","0.030212984575903108","1.5198063710252327","326","201","13","21110","ACACB,ACSS1,AKR1A1,ALDH1A1,ALDH1A2,ALDH1A3,CYP2E1,FMO3,MECR,MLXIPL,PKLR,PRKAB2,RGN"
"GO:BP","response to toxic substance","GO:0009636","false","0.030590454759804566","1.5144140667156911","234","201","11","21110","ABCG2,ADH4,ADH5,AKR1A1,ALDH1A1,DNMT3A,ESD,GLYAT,HBA2,MGST1,SRXN1"
"GO:BP","negative regulation of fatty acid metabolic process","GO:0045922","false","0.042461909110048525","1.3720004836198458","36","201","5","21110","ACACB,UGT1A1,UGT1A10,UGT1A4,UGT1A8"
"GO:CC","endoplasmic reticulum membrane","GO:0005789","true","5.859495408791003e-10","9.232139781697455","1180","201","39","22122","AADAC,ADGRG6,ATG101,AWAT2,CASQ2,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5,DHRS3,DNAJB12,DNAJB14,EPM2A,FAF1,FMO3,MGST1,NECAB3,NRROS,RTN2,STT3A,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2"
"GO:CC","endoplasmic reticulum subcompartment","GO:0098827","false","6.50247138221865e-10","9.186921550484934","1184","201","39","22122","AADAC,ADGRG6,ATG101,AWAT2,CASQ2,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5,DHRS3,DNAJB12,DNAJB14,EPM2A,FAF1,FMO3,MGST1,NECAB3,NRROS,RTN2,STT3A,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2"
"GO:CC","nuclear outer membrane-endoplasmic reticulum membrane network","GO:0042175","false","1.0595792235302086e-9","8.974866566036043","1203","201","39","22122","AADAC,ADGRG6,ATG101,AWAT2,CASQ2,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5,DHRS3,DNAJB12,DNAJB14,EPM2A,FAF1,FMO3,MGST1,NECAB3,NRROS,RTN2,STT3A,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2"
"GO:CC","organelle subcompartment","GO:0031984","false","1.674016747054235e-8","7.776240201589556","1506","201","42","22122","AADAC,ADGRG6,ATG101,AWAT2,CASQ2,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5,DHRS3,DNAJB12,DNAJB14,EPM2A,FAF1,FMO3,GOLGA6B,MGST1,NAGPA,NECAB3,NRROS,RTN2,STT3A,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2,XYLT1"
"GO:CC","cytoplasm","GO:0005737","false","2.935503821017061e-8","7.532317349983798","12365","201","156","22122","AADAC,ABCG2,ACACB,ACO1,ACSS1,ADGRG6,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ADHFE1,ADIPOQ,AKAP7,AKR1A1,ALDH1A1,ALDH1A2,ALDH1A3,ALDH2,ALDH3A1,ALDH3B1,ALDH6A1,ARHGAP26,ATG101,AWAT2,BBLN,BCKDHB,C1ORF109,CACNB3,CACNG4,CASQ2,CELF1,CEP85L,CKB,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5,DDX6,DHRS3,DNAH8,DNAJB12,DNAJB14,DNMT3A,DOCK9,DTNA,DYM,ECRG4,EEF2K,EPM2A,ERBIN,ESD,EXOC2,FAF1,FGF3,FMO3,FOXP1,GABPB1,GIT1,GLYAT,GOLGA6B,GRK6,GTF2IRD2,HBA2,HIPK3,HSP90AA1,INPPL1,KANK1,KCNE2,KDM8,KIF12,KIFC2,KPNA5,LDHAL6A,LDHD,LIMA1,LRATD2,MECP2,MECR,MGST1,MLF1,MLX,MLXIPL,MNS1,NAGPA,NECAB3,NFAT5,NLGN2,NRROS,OTUD6B,PANK2,PCMTD1,PDE4DIP,PHLPP2,PKLR,PPP1R9A,PRKAB2,PRKAR2A,PTEN,PTGR1,PTGR2,RABEP2,RAD23A,RASA3,RGN,RTN2,SBK1,SH3BP4,SLC35A2,SLC4A8,SMG1,SND1,SNTB1,SPAG8,SPTBN1,SRXN1,STAM2,STT3A,SULT1A1,SULT1A2,SYNJ2,TELO2,TENT2,TESMIN,TGFB2,TMTC1,TP53I3,TRIM45,TRPM4,TTC21B,TXK,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2,ULK3,XYLT1,ZBTB21,ZNF397"
"GO:CC","endoplasmic reticulum","GO:0005783","false","7.72759622768529e-7","6.111955578190568","2059","201","47","22122","AADAC,ACO1,ADGRG6,ADIPOQ,ALDH3A1,ATG101,AWAT2,CASQ2,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5,DHRS3,DNAJB12,DNAJB14,EPM2A,ESD,FAF1,FMO3,KCNE2,MGST1,NECAB3,NRROS,RTN2,SLC35A2,STT3A,TMTC1,TRPM4,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2"
"GO:CC","endomembrane system","GO:0012505","false","0.02429096550464825","1.614555222740874","4776","201","67","22122","AADAC,ACO1,ADGRG6,ADIPOQ,ALDH3A1,ALDH3B1,ATG101,AWAT2,CASQ2,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5,DHRS3,DNAJB12,DNAJB14,DOCK9,DYM,EPM2A,ERBIN,ESD,FAF1,FMO3,GOLGA6B,HSP90AA1,INPPL1,KCNE2,MGST1,MLX,MNS1,NAGPA,NECAB3,NRROS,PDE4DIP,RABEP2,RAD23A,RTN2,SH3BP4,SLC35A2,SLC4A8,SPAG8,STAM2,STT3A,TGFB2,TMTC1,TRPM4,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2,XYLT1,YEATS4"
"GO:CC","organelle membrane","GO:0031090","false","0.03847064037821606","1.4148705844129443","3728","201","55","22122","AADAC,ABCG2,ACACB,ADGRG6,ALDH3B1,ATG101,AWAT2,CACNG4,CASQ2,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5,DHRS3,DNAJB12,DNAJB14,EPM2A,ERBIN,FAF1,FMO3,GOLGA6B,LDHD,MGST1,MLX,NAGPA,NECAB3,NRROS,PHLPP2,RTN2,SLC35A2,SLC4A8,SLC5A6,STAM2,STT3A,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2,XYLT1,YEATS4"
"KEGG","Retinol metabolism","KEGG:00830","false","1.6051096344420006e-40","39.7944952984572","68","117","32","8161","ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ALDH1A1,ALDH1A2,ALDH1A3,AWAT2,CYP2B6,CYP2C18,CYP3A5,DHRS3,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"KEGG","Drug metabolism - cytochrome P450","KEGG:00982","false","1.2937397598275268e-38","37.888153074700845","68","117","31","8161","ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ALDH3A1,ALDH3B1,CYP2B6,CYP2E1,CYP3A5,FMO3,MGST1,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"KEGG","Metabolism of xenobiotics by cytochrome P450","KEGG:00980","false","3.694644102004778e-37","36.43242739001061","74","117","31","8161","ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ALDH3A1,ALDH3B1,CYP2A13,CYP2B6,CYP2E1,CYP3A5,MGST1,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"KEGG","Ascorbate and aldarate metabolism","KEGG:00053","false","6.037516005189742e-29","28.21914170494331","30","117","20","8161","AKR1A1,ALDH2,RGN,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"KEGG","Chemical carcinogenesis - DNA adducts","KEGG:05204","false","2.581076816995467e-26","25.588199069961828","67","117","24","8161","CYP2A13,CYP2C18,CYP2E1,CYP3A43,CYP3A5,MGST1,SULT1A2,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"KEGG","Pentose and glucuronate interconversions","KEGG:00040","false","5.735352362334554e-23","22.24143989523148","35","117","18","8161","AKR1A1,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"KEGG","Porphyrin metabolism","KEGG:00860","false","3.897417845979694e-19","18.40922303057497","43","117","17","8161","UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"KEGG","Steroid hormone biosynthesis","KEGG:00140","false","4.882771346941844e-19","18.311333612616654","62","117","19","8161","CYP2E1,CYP3A5,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"KEGG","Drug metabolism - other enzymes","KEGG:00983","false","8.281165359735527e-17","16.08190854320425","79","117","19","8161","CYP2E1,MGST1,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"KEGG","Biosynthesis of cofactors","KEGG:01240","false","1.5181488281057078e-14","13.818685651328037","153","117","22","8161","AKR1A1,ALDH2,DHRS3,PANK2,RGN,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"KEGG","Bile secretion","KEGG:04976","false","2.045272234871006e-14","13.689248877273542","89","117","18","8161","ABCG2,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"KEGG","Pyruvate metabolism","KEGG:00620","false","1.4740959430579254e-13","12.831474249051855","47","117","14","8161","ACACB,ACSS1,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,AKR1A1,ALDH2,LDHAL6A,LDHD,PKLR"
"KEGG","Metabolic pathways","KEGG:01100","false","6.5389333699089e-13","12.18449308796654","1532","117","59","8161","ACACB,ACO1,ACSS1,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,AKR1A1,ALDH1A1,ALDH1A2,ALDH1A3,ALDH2,ALDH3A1,ALDH3B1,ALDH6A1,AWAT2,BCKDHB,CA14,CKB,CYP2B6,CYP2C18,CYP2E1,CYP3A5,DHRS3,DNMT3A,ESD,FMO3,INPPL1,LDHAL6A,LDHD,MECR,MGST1,PANK2,PKLR,PTEN,RGN,STT3A,SYNJ2,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,XYLT1"
"KEGG","Chemical carcinogenesis - receptor activation","KEGG:05207","false","1.432293642014688e-12","11.843967935915565","211","117","23","8161","CHRNB2,CYP2B6,FGF3,HSP90AA1,KPNA5,MGST1,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7"
"KEGG","Glycolysis / Gluconeogenesis","KEGG:00010","false","3.3281479575554326e-11","10.47779737477268","67","117","14","8161","ACSS1,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,AKR1A1,ALDH2,ALDH3A1,ALDH3B1,LDHAL6A,PKLR"
"KEGG","Tyrosine metabolism","KEGG:00350","false","1.1690883777084049e-7","6.932152656930292","36","117","9","8161","ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ALDH3A1,ALDH3B1"
"KEGG","Fatty acid degradation","KEGG:00071","false","0.000012257168901901969","4.91160982934991","43","117","8","8161","ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ALDH2"
"KEGG","Alcoholic liver disease","KEGG:04936","false","0.00007106086592161181","4.148369504661404","142","117","12","8161","ACACB,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,ADIPOQ,ALDH2,CYP2E1,PRKAB2"
"KEGG","Propanoate metabolism","KEGG:00640","false","0.007522773445915101","2.1236220170948723","32","117","5","8161","ACACB,ACSS1,ALDH6A1,BCKDHB,LDHAL6A"
"REAC","Biological oxidations","REAC:R-HSA-211859","false","3.100542582924672e-38","37.508562299665456","215","135","43","10790","AADAC,ACSS1,ADH1A,ADH1B,ADH1C,ADH4,ADH5,ADH6,ADH7,AKR1A1,ALDH1A1,ALDH2,ALDH3A1,CYP2A13,CYP2B6,CYP2C18,CYP2E1,CYP3A43,CYP3A5,ESD,FMO3,GLYAT,MGST1,SULT1A1,SULT1A2,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2"
"REAC","Glucuronidation","REAC:R-HSA-156588","false","3.231691145852547e-27","26.490570151629306","25","135","18","10790","UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2"
"REAC","Aspirin ADME","REAC:R-HSA-9749641","false","4.908788114469013e-23","22.309025713612677","43","135","19","10790","CYP2E1,GLYAT,UGT1A1,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2"
"REAC","Phase II - Conjugation of compounds","REAC:R-HSA-156580","false","1.789122134896997e-21","20.747360011192665","106","135","24","10790","AKR1A1,ESD,GLYAT,MGST1,SULT1A1,SULT1A2,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2"
"REAC","Drug ADME","REAC:R-HSA-9748784","false","4.133884537546524e-21","20.38364165770551","96","135","23","10790","ABCG2,ADH1A,CYP2E1,GLYAT,SULT1A1,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9,UGT2A1,UGT2A3,UGT2B10,UGT2B15,UGT2B17,UGT2B28,UGT2B4,UGT2B7,UGT3A2"
