GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,GENE_NAME
3898,1,201370838,201409541,188,42,634298,1.7524,0.03985,LAD1
7135,1,201393767,201431746,139,44,628590,0.84806,0.1982,TNNI1
23612,1,201455479,201479171,132,35,633164,1.7247,0.042289999999999994,PHLDA3
1465,1,201473530,201517259,255,37,626946,1.9482,0.025695999999999997,CSRP1
89796,1,201529102,201836974,1266,148,626275,2.1625,0.01529,NAV1
55705,1,201819160,201894294,218,47,619380,0.39801,0.34531,IPO9
149345,1,201878669,201902587,69,29,607831,0.22515,0.41093,SHISA4
25802,1,201886456,201956588,248,56,620817,0.06261599999999999,0.47503999999999996,LMOD1
10440,1,201945491,201980661,159,37,623360,-0.22426,0.58872,TIMM17A
6051,1,201972638,202016147,280,33,624789,-0.6219899999999999,0.73302,RNPEP
1999,1,202000519,202027188,121,26,627385,0.009451799999999998,0.49623,ELF3
9283,1,202108705,202141425,167,39,631597,0.45588999999999996,0.32424000000000003,GPR37L1
127829,1,202123404,202154743,138,46,625806,0.2946,0.38415,ARL8A
5778,1,202137012,202171592,179,55,632445,-0.19287,0.5764699999999999,PTPN7
59352,1,202183990,202329785,563,58,624616,-0.12414000000000001,0.5494,LGR6
29089,1,202321657,202351966,84,25,610205,-0.034323,0.51369,UBE2T
4660,1,202338702,202598569,704,44,606437,0.051931,0.47928999999999994,PPP1R12B
127833,1,202577637,202720444,526,75,623460,1.0207,0.1537,SYT2
10765,1,202717403,202818468,398,36,617839,0.49701999999999996,0.30959000000000003,KDM5B
5877,1,202868282,202899257,106,20,610145,1.31,0.095095,RABIF
59349,1,202881096,202938644,212,25,614035,0.41823999999999995,0.33789,KLHL12
51094,1,202930825,202968572,154,28,622231,1.1325,0.12872,ADIPOR1
51706,1,202951873,202977276,84,20,622342,1.4216,0.07757,CYB5R1
92703,1,202997383,203034848,131,31,619082,0.65565,0.25603000000000004,TMEM183A
8497,1,203016521,203088736,301,45,634947,1.9048,0.028401,PPFIA4
4656,1,203073129,203096038,94,37,624880,1.0179,0.15437,MYOG
134,1,203117705,203177405,240,50,637033,1.0556,0.14558,ADORA1
4608,1,203157811,203185966,144,36,635648,0.53185,0.29741999999999996,MYBPH
1116,1,203168931,203196960,125,33,633513,0.9841700000000001,0.16252,CHI3L1
1118,1,203202823,203240099,183,38,634610,0.14725,0.44147,CHIT1
7832,1,203295536,203319602,84,29,596135,0.6736300000000001,0.25027,BTG2
2331,1,203330621,203361429,145,31,632801,1.4653,0.071422,FMOD
5549,1,203465755,203501352,162,29,629028,1.9791,0.023903999999999998,PRELP
26254,1,203484143,203518949,170,32,636172,1.5433,0.061373000000000004,OPTC
493,1,203616787,203754081,585,87,604124,0.47485,0.31745,ATP2B4
54900,1,203755146,203786372,152,24,624074,-0.52027,0.6985600000000001,LAX1
9877,1,203785537,203864128,373,30,618778,-0.068786,0.52742,ZC3H11A
100381270,1,203787523,203810462,103,15,626826,-0.67876,0.75136,ZBED6
6635,1,203851585,203881152,140,17,624252,0.50253,0.30765,SNRPE
9580,1,204063109,204137743,288,64,625230,1.5903,0.05588200000000001,SOX13
55224,1,204121061,204162182,164,51,629845,0.9616299999999999,0.16812,ETNK2
5972,1,204144816,204176337,136,26,637812,1.7269,0.042092000000000004,REN
3814,1,204180341,204206491,117,25,623913,1.1646,0.12209,KISS1
127845,1,204188160,204224092,151,39,622610,1.6425,0.050241,GOLT1A
22874,1,204208851,204387763,800,60,634016,2.4251,0.0076528,PLEKHA6
84919,1,204390275,204421817,103,34,612884,-0.77413,0.78057,PPP1R15B
5287,1,204412628,204504815,396,50,615951,-0.53795,0.7046899999999999,PIK3C2B
4194,1,204506379,204591681,404,35,620145,-0.11222,0.54468,MDM4
10446,1,204607170,204695733,367,51,626023,0.8493200000000001,0.19785,LRRN2
23114,1,204818654,205032822,1036,89,631034,0.48536,0.31371,NFASC
6900,1,205033202,205088043,251,42,637435,2.0101,0.022208000000000002,CNTN2
388730,1,205073129,205094460,84,19,633051,2.2162,0.013338,TMEM81
5929,1,205076142,205132022,219,33,628259,1.9538,0.025365000000000002,RBBP5
25778,1,205132503,205221599,297,25,628442,2.4943,0.0063100000000000005,DSTYK
9911,1,205217910,205283343,257,25,630937,0.9407200000000001,0.17342,TMCC2
81788,1,205292059,205331791,185,32,629882,2.9329,0.0016792999999999999,NUAK2
55220,1,205326065,205367090,251,35,631064,3.4534,0.00027677,KLHDC8A
93273,1,205371378,205459950,364,57,617077,0.43078,0.33331,LEMD1
105371697,1,205431393,205462029,122,40,622226,0.64951,0.258,LOC105371697
5129,1,205494556,205542793,261,49,641069,2.6162,0.0044455,CDK18
148808,1,205558984,205612918,239,48,627850,2.3734,0.008812100000000002,MFSD4
2005,1,205583466,205644085,255,37,627696,2.5987,0.0046786,ELK4
85414,1,205647851,205690502,197,45,623429,3.9659,3.6566e-05,SLC45A3
64710,1,205702819,205760244,206,41,628633,4.6989,1.308e-06,NUCKS1
8934,1,205757986,205785487,124,25,636250,3.1048,0.00095199,RAB29
254428,1,205779093,205823759,172,35,635222,2.5437,0.0054841,SLC41A1
148811,1,205818022,205860148,160,39,623430,3.5707,0.00017804,PM20D1
115019,1,205903048,205953472,283,44,629545,2.7006,0.0034609000000000003,SLC26A9
440712,1,206042723,206112701,1,1,531547,1.0182,0.15429,C1orf186
23380,1,206193464,206474443,340,31,586390,-0.16645,0.5661,SRGAP2
9641,1,206460243,206506890,219,48,624721,1.5507,0.06048200000000001,IKBKE
83593,1,206497530,206599284,333,49,628655,1.1773,0.11954000000000001,RASSF5
1939,1,206561297,206622551,224,41,638279,-0.80143,0.78856,EIF2D
8444,1,206625534,206659197,89,24,625839,0.8327600000000001,0.20249,DYRK3
9261,1,206674912,206744285,264,37,639262,2.1482,0.015849000000000002,MAPKAPK2
3586,1,206757602,206784607,108,32,625624,3.2038,0.00067808,IL10
29949,1,206788870,206852981,243,46,636384,0.46666,0.32037,IL19
50604,1,206855354,206879223,70,29,621649,-0.011689,0.50466,IL20
11009,1,206887098,206914139,91,14,632070,-1.4852,0.93125,IL24
9214,1,206893285,206932033,108,21,622768,-1.2331,0.8912200000000001,FCMR
5284,1,206918522,206956466,104,25,630987,-0.18261,0.57245,PIGR
83953,1,206947647,206980659,102,20,639639,0.35641,0.36077,FCAMR
79098,1,207008521,207042761,161,24,604937,0.38866,0.34876999999999997,C1orf116
5208,1,207024416,207091023,216,35,606207,1.5559,0.059869000000000006,PFKFB2
55432,1,207033849,207063133,82,18,607202,1.6169,0.052947,YOD1
725,1,207078850,207109993,108,30,621458,0.6087899999999999,0.27133,C4BPB
722,1,207094238,207154972,225,43,625601,1.0278,0.15202000000000002,C4BPA
1604,1,207311472,207370966,169,25,623185,0.27713000000000004,0.39084,CD55
1380,1,207444300,207499897,219,42,630121,-0.16080999999999998,0.56388,CR2
1378,1,207486128,207651765,537,45,610768,-0.8362200000000001,0.79848,CR1
1379,1,207635113,207733691,548,29,617873,-0.26705,0.60528,CR1L
4179,1,207742038,207805516,221,33,629501,1.3041,0.096096,CD46
947,1,207871028,207921338,231,42,640004,1.0217,0.15347,CD34
105372883,1,207952873,207977460,135,16,640782,0.69204,0.24445999999999998,LOC105372883
5362,1,208012242,208254384,1073,109,626765,1.5558,0.059876,PLXNA2
642587,1,209418823,209442552,73,26,625607,1.8502,0.032142000000000004,MIR205HG
57172,1,209573700,209623939,225,43,639728,-0.1702,0.56757,CAMK1G
3914,1,209604870,209662475,303,46,638172,0.12612,0.44982,LAMB3
50486,1,209665325,209686390,73,22,615835,1.7455,0.040447000000000004,G0S2
3290,1,209676180,209744950,226,36,629384,0.8973,0.18478,HSD11B1
80342,1,209746032,209792323,179,27,635096,1.6405,0.050453,TRAF3IP3
148304,1,209772317,209794545,76,19,637677,2.5859,0.0048569,C1orf74
3664,1,209775623,209816175,172,24,639182,2.3166,0.010263,IRF6
27042,1,209817967,209867565,219,27,644206,1.9798,0.023861,DIEXF
255928,1,209928174,210174291,833,37,632663,4.6722,1.49e-06,SYT14
56256,1,210222850,210256858,107,32,610911,2.2219,0.013144999999999999,SERTAD4
105373474,1,210283123,210331710,240,39,636922,0.56203,0.28705,LOC105373474
55733,1,210318252,210686298,2008,167,629761,-0.71214,0.76181,HHAT
3756,1,210668314,211144115,2132,127,629659,0.2452,0.40315,KCNH1
55758,1,211249366,211326385,314,35,631924,1.0426,0.14858,RCOR3
7188,1,211316579,211384946,233,47,634417,0.78638,0.21581999999999998,TRAF5
343035,1,211466522,211502917,165,36,635529,-0.43171000000000004,0.66702,RD3
7779,1,211565039,211588757,75,21,628215,-0.27169,0.60707,SLC30A1
4751,1,211648256,211685630,163,33,644847,2.9263,0.0017153,NEK2
9926,1,211733457,211840832,458,39,631772,0.23611999999999997,0.40667,LPGAT1
102723727,1,211819718,211862415,164,34,627425,-0.41323000000000004,0.66028,LOC102723727
25896,1,211930399,212045677,522,27,632672,0.63135,0.26391,INTS7
51514,1,212025553,212115006,365,33,636901,0.5442600000000001,0.29313,DTL
5525,1,212275537,212371863,319,30,621115,0.29041999999999996,0.38575,PPP2R5A
55248,1,212354474,212425508,237,42,626736,1.1036,0.13488,TMEM206
29937,1,212422887,212456379,157,31,638920,1.8098,0.035166,NENF
467,1,212555334,212630777,339,49,636389,0.23876999999999998,0.40564,ATF3
149647,1,212614447,212636778,87,30,636909,-0.45908999999999994,0.67692,FAM71A
55509,1,212676417,212709985,164,32,636112,-1.0721,0.8581700000000001,BATF3
25936,1,212716153,212801797,476,23,629770,0.45338999999999996,0.32513000000000003,NSL1
128387,1,212781828,212826825,249,20,635929,0.4715,0.31864000000000003,TATDN3
149643,1,212820141,212857649,240,23,629201,0.6574300000000001,0.25545,SPATA45
28982,1,212848255,212909363,411,21,634580,0.61837,0.26816,FLVCR1
79805,1,212925543,213001585,290,46,628235,0.71086,0.23858000000000001,VASH2
90806,1,212982182,213025875,106,24,623746,-1.8076,0.96467,ANGEL2
26750,1,213041233,213283465,560,49,610124,-1.2672,0.89745,RPS6KC1
5629,1,213973226,214051510,260,35,635662,1.5752,0.057601,PROX1
105372911,1,214009269,214122021,418,43,633318,0.37174,0.35504,LOC105372911
56950,1,214271222,214347134,304,33,640633,0.44283,0.32895,SMYD2
5784,1,214326942,214561681,1166,97,635632,2.1683,0.015066999999999999,PTPN14
1063,1,214593179,214674571,395,31,637493,0.34155,0.36634,CENPF
3776,1,214992639,215247093,1150,52,626505,-0.9504,0.82904,KCNK2
51133,1,215557185,215631807,211,21,586936,-0.24946999999999997,0.5985,KCTD3
7399,1,215612894,216433396,3491,226,624585,0.92884,0.17649,USH2A
2104,1,216493246,217147755,3088,233,632387,0.62221,0.2669,ESRRG
55105,1,217416992,217641102,893,80,628954,-0.18254,0.5724199999999999,GPATCH2
128153,1,217621324,217878151,1107,59,633237,1.7724,0.038163,SPATA17
51018,1,218275285,218347983,202,25,616566,-0.5713600000000001,0.71612,RRP15
7042,1,218335334,218454619,416,75,621569,0.7610899999999999,0.2233,TGFB2
127018,1,219163831,219222865,173,29,625025,1.2999,0.096822,LYPLAL1
102723886,1,219399459,219567280,718,52,631722,1.3162,0.094055,LOC102723886
55532,1,219903919,219969315,279,34,618734,-0.6677,0.74784,SLC30A10
2058,1,219958600,220056658,477,27,630545,0.79392,0.21361999999999998,EPRS
10380,1,220047482,220099927,183,46,618344,1.5216,0.064052,BPNT1
55699,1,220084113,220158041,243,41,630701,1.0725,0.14174,IARS2
25782,1,220138268,220282501,443,44,624024,0.85011,0.19763,RAB3GAP2
4139,1,220518183,220674457,461,35,623330,-0.22874,0.59046,MARK1
79762,1,220680286,220709157,171,20,643489,2.6654,0.0038445,C1orf115
54996,1,220737502,220794815,489,21,609843,1.6186,0.052766999999999994,MARC2
64757,1,220776697,220824399,325,28,618037,2.0251,0.021428,MARC1
105373280,1,220865193,220889330,100,25,616505,1.5199,0.06427000000000001,LOC105373280
3142,1,220869401,220895059,109,25,623197,1.5779,0.057293,HLX
11221,1,221691420,221752176,247,55,626046,-1.3751,0.91546,DUSP10
79802,1,222512260,222558102,220,28,618815,0.7571,0.2245,HHIPL2
9015,1,222547902,222600096,187,28,636112,0.70223,0.24126999999999998,TAF1A
375056,1,222608102,222678012,237,31,630111,-0.073507,0.5293,MIA3
64853,1,222658013,222722901,168,36,627023,-0.21868,0.58655,AIDA
148362,1,222702553,222745196,102,26,622951,-1.1341,0.87161,BROX
400823,1,222727216,222763727,104,27,613776,-0.90454,0.81714,FAM177B
84976,1,222804514,223015995,817,55,625023,0.3571,0.36051,DISP1
7100,1,223099404,223153282,265,18,630942,0.24433000000000002,0.40349,TLR5
55061,1,223210819,223374202,558,45,624011,-0.5063,0.69368,SUSD4
164127,1,223383373,223405470,71,13,595781,0.42148,0.3367,CCDC185
824,1,223691593,223786018,404,29,629019,0.43715,0.331,CAPN2
7159,1,223769893,223855981,263,23,627856,0.37737,0.35295,TP53BP2
105369195,1,223941266,223993034,152,9,505047,-0.13873,0.5551699999999999,LOC105369195
23219,1,224104087,224172047,314,24,601472,1.6755,0.046916,FBXO28
8560,1,224173208,224203441,125,25,617095,2.6032,0.0046178,DEGS1
4931,1,224217334,224340201,396,48,621145,0.80688,0.20986999999999997,NVL
29097,1,224346811,224389452,178,31,594082,-0.95655,0.8306,CNIH4
80232,1,224375143,224444299,224,25,591530,-0.37723,0.647,WDR26
149111,1,224424790,224750567,1272,74,625226,1.4882,0.068346,CNIH3
127602,1,224919595,225409294,2364,50,615092,-0.81708,0.79306,DNAH14
3930,1,225391502,225438855,188,34,638605,1.1888,0.11725999999999999,LBR
55740,1,225476832,225671676,613,40,631587,1.6994,0.044624000000000004,ENAH
6726,1,225767813,225800466,158,31,631668,2.8865,0.001948,SRP9
2052,1,225800074,225855563,292,53,628925,3.3596,0.00039024,EPHX1
9725,1,225830570,225892720,314,41,617724,2.2184,0.013262999999999999,TMEM63A
10637,1,225876282,225899146,137,18,618458,2.0606,0.019669,LEFTY1
29920,1,225909877,225934340,67,22,632195,1.7006,0.044505,PYCR2
7044,1,225926598,225951383,66,22,633362,2.3394,0.0096568,LEFTY2
163859,1,225972702,226009365,118,33,610080,0.7168,0.23675,SDE2
3020,1,226052707,226082002,98,29,597340,0.8912100000000001,0.18641,H3F3A
64746,1,226134679,226196722,244,43,608708,1.4372,0.075338,ACBD3
83881,1,226213549,226237056,61,14,628224,-0.8918299999999999,0.81376,MIXL1
286826,1,226221149,226320099,236,45,613887,-0.80296,0.789,LIN9
142,1,226350691,226418100,276,23,636267,0.59248,0.27676999999999996,PARP1
375057,1,226538248,226619214,333,52,638511,-0.28670999999999996,0.61283,C1orf95
3707,1,226621690,226749327,405,65,625978,2.5179,0.0059026,ITPKB
5664,1,226860572,226906103,200,35,627616,0.78579,0.21600000000000003,PSEN2
56997,1,226930237,226997545,239,44,630409,0.2986,0.38261999999999996,ADCK3
105379282,1,226961537,226987442,98,31,622115,-0.8584799999999999,0.80469,LOC105379282
8476,1,226979858,227328492,2102,30,638686,-0.46,0.67724,CDC42BPA
339500,1,227553519,227687443,456,31,635973,-1.9494,0.9743799999999999,ZNF678
65094,1,227721189,227745499,76,24,632653,-2.9184,0.99824,JMJD4
116841,1,227724996,227791231,245,44,630591,-2.8302,0.9976700000000001,SNAP47
105373289,1,227776481,227800651,93,30,618358,-2.5267,0.99424,LOC105373289
339501,1,227805692,227870439,278,40,643590,-2.3688,0.99108,PRSS38
7483,1,227908658,227957975,221,39,633216,-1.2745,0.89876,WNT9A
101060022,1,227959793,227981378,129,11,540382,0.6453300000000001,0.25936,LOC101060022
89780,1,227997022,228076711,251,39,623783,-0.8363,0.79851,WNT3A
100506571,1,228063909,228088006,48,20,596944,0.65028,0.25776,LOC100506571
375,1,228072660,228109212,88,27,621887,-0.034006,0.51356,ARF1
79169,1,228090727,228115411,63,24,624273,-0.11405,0.5454,C1orf35
128308,1,228096679,228120953,59,24,616109,-0.25665,0.60128,MRPL55
2987,1,228129643,228158955,73,25,605333,-0.077837,0.5310199999999999,GUK1
57165,1,228139714,228169826,85,34,603409,-0.18991,0.57531,GJC2
200205,1,228155728,228207905,162,35,609010,0.34285,0.36586,IBA57
84033,1,228198072,228388876,783,41,626298,0.47112,0.31878,OBSCN
101927401,1,228350910,228378332,117,28,621547,0.39476999999999995,0.3465,LOC101927401
81559,1,228383672,228416877,95,22,625721,-0.95736,0.83081,TRIM11
51127,1,228397935,228426882,83,19,623329,-0.41484,0.66087,TRIM17
8290,1,228414845,228435325,77,18,613748,-0.10955,0.54362,HIST3H3
92815,1,228447364,228467859,46,13,613199,0.47376,0.31784,HIST3H2A
128312,1,228448107,228468558,50,14,605670,0.37771,0.35281999999999997,HIST3H2BB
149603,1,228477367,228506188,110,28,606962,-1.5083,0.9342600000000001,RNF187
100129094,1,228498027,228524017,91,30,608118,-0.81213,0.79164,BTNL10
58480,1,228634647,228756669,439,53,611807,2.4247,0.007660200000000001,RHOU
105373132,1,228637614,228660007,57,20,617531,-0.6411,0.73927,LOC105373132
5867,1,229261062,229315894,158,24,624458,1.1814,0.11872,RAB4A
10638,1,229294382,229315504,58,13,616894,1.1417,0.1268,SPHAR
126731,1,229311005,229352941,150,25,624456,1.3441,0.08946,CCSAP
58,1,229421245,229444096,110,30,614952,0.2042,0.4191,ACTA1
55746,1,229431297,229518341,335,24,619436,-0.29005,0.61411,NUP133
23456,1,229506582,229568695,200,34,613006,-0.7698699999999999,0.7793100000000001,ABCB10
27097,1,229583111,229636047,165,26,630101,-1.4021,0.91955,TAF5L
9816,1,229616205,229670887,181,25,632685,-2.2096,0.9864299999999999,URB2
2590,1,230047789,230292130,1312,109,635388,1.0349,0.15035,GALNT2
79605,1,230311646,230435928,662,85,630269,0.39383,0.34685,PGBD5
22796,1,230632456,230703985,310,48,641141,-0.43228,0.66723,COG2
183,1,230692523,230724590,186,26,644577,-0.073091,0.52913,AGT
10753,1,230737334,230812003,441,49,636013,0.2121,0.41601000000000005,CAPN9
84886,1,230827119,230879589,279,38,621642,1.0496,0.14695999999999998,C1orf198
79573,1,230896241,230988872,437,33,636355,0.31565,0.37613,TTC13
64801,1,230969075,231010733,201,25,631356,0.36749,0.35663,ARV1
375061,1,231008958,231050249,228,48,639278,0.5648,0.2861,FAM89A
440730,1,231152624,231231568,334,48,635864,2.7167,0.0032963999999999997,TRIM67
149373,1,231174099,231197627,101,26,641737,1.0881,0.13829,LOC149373
128061,1,231213763,231251187,141,29,636585,3.2074,0.00066967,C1orf131
8443,1,231231173,231287973,193,29,627966,1.2795,0.10037,GNPAT
149371,1,231322731,231347872,88,18,616268,0.39808000000000004,0.34528000000000003,EXOC8
83932,1,231327936,231380551,200,18,627164,0.78352,0.21666,SPRTN
54583,1,231353751,231435044,423,16,633398,0.9816600000000001,0.16313,EGLN1
7257,1,231518653,231576524,150,41,623245,1.3859,0.08289500000000001,TSNAX
27185,1,231616815,232051272,1754,172,632982,1.6594,0.048522,DISC1
57568,1,232387965,232640696,1229,121,635337,1.4005,0.080683,SIPA1L2
54627,1,232794892,232820346,110,27,624839,0.2213,0.41243,MAP10
84284,1,232940536,232988799,167,21,635004,-0.32061999999999996,0.62575,NTPCR
80003,1,232974101,233305713,1600,107,635170,-1.0081,0.8433,PCNXL2
84451,1,233317743,233395148,371,35,639122,-0.1695,0.5673,KIAA1804
3775,1,233604004,233682512,414,75,630558,-0.31961999999999996,0.62537,KCNK1
148641,1,233894712,234334518,2324,181,627119,1.0879,0.13832,SLC35F3
388753,1,234363437,234394049,126,19,629566,2.1002,0.017856,COA6
6894,1,234381313,234489158,583,71,643465,1.6269,0.051884000000000007,TARBP1
359948,1,234594269,234619525,113,28,625588,1.7380000000000002,0.04111,IRF2BP2
9804,1,235099341,235138941,124,21,626144,0.39494,0.34644,TOMM20
23029,1,235121183,235171616,161,23,628586,0.8414299999999999,0.20005,RBM34
51742,1,235156895,235338298,655,28,617196,0.93189,0.1757,ARID4B
9453,1,235318438,235354532,169,24,608684,0.34883000000000003,0.36361,GGPS1
6905,1,235357360,235458968,413,40,620588,2.8569,0.0021389,TBCE
148789,1,235430660,235514481,235,47,613017,2.0978,0.017961,B3GALNT2
2786,1,235537685,235660754,579,65,628597,5.0760000000000005,1.9277999999999998e-07,GNG4
1130,1,235651031,235893708,573,49,621172,2.9893,0.001398,LYST
4811,1,235965830,236075181,475,71,621394,2.0147,0.021971,NID1
7107,1,236132502,236218909,419,54,625300,0.13317,0.44703000000000004,GPR137B
56605,1,236205122,236292039,498,23,642147,1.8119,0.035,ERO1LB
128178,1,236384380,236494708,623,64,619410,0.5518,0.29054,EDARADD
3964,1,236508214,236562981,425,32,626303,-0.74455,0.77173,LGALS8
55127,1,236526173,236614541,682,23,631902,-0.20199,0.58004,HEATR1
88,1,236676454,236774631,499,62,631297,0.20945,0.41705,ACTN2
4548,1,236784304,236913981,504,34,628667,0.3797,0.35208,MTR
645745,1,236994103,237014418,92,25,631669,1.4824,0.069122,MT1HL1
6262,1,237032238,237843988,4175,309,629027,3.1311,0.00087077,RYR2
57829,1,237867864,237900922,208,34,625352,2.3289,0.0099334,ZP4
105373226,1,239376518,239397227,61,22,614583,-0.60963,0.72895,LOC105373226
1131,1,239376565,239921462,2262,165,615762,1.9166,0.027643,CHRM3
56776,1,240081885,240485189,1943,131,630618,0.1453,0.44223999999999997,FMN2
64388,1,240479573,240622272,658,124,621566,2.0723,0.019119,GREM2
6000,1,240765514,241367230,2876,235,629101,3.9952,3.2323e-05,RGS7
2271,1,241487557,241529785,130,26,629778,-0.066846,0.52665,FH
8564,1,241521889,241605647,385,72,630446,-0.5829,0.72002,KMO
23596,1,241583150,241650399,270,49,631677,1.7796,0.037571,OPN3
1122,1,241618864,241645930,119,30,623160,1.6752,0.046949,CHML
128025,1,241642278,241812745,819,87,630159,0.88912,0.18697,WDR64
9156,1,241837967,241919165,484,59,632772,0.37261,0.35472,EXO1
441925,1,241947767,241969062,209,21,634308,0.99118,0.1608,BECN2
440738,1,241985490,242011399,200,36,609962,1.4555,0.072768,MAP1LC3C
200150,1,242078387,242540544,2468,161,624478,0.7875800000000001,0.21547,PLD5
9859,1,243114428,243265406,409,42,592574,1.9343,0.026536,CEP170
10806,1,243245419,243510091,725,69,625830,1.8398,0.032899,SDCCAG8
10000,1,243478233,243861079,1007,43,615650,2.0774,0.018882,AKT3
10472,1,244038939,244067476,68,35,615065,0.82588,0.20444,ZBTB18
200159,1,244342069,244399874,326,55,621939,0.40906,0.34125,C1orf100
159,1,244398492,244462134,221,41,632140,0.75113,0.22629000000000002,ADSS
257044,1,244442100,244650362,899,71,624069,0.6450899999999999,0.25943,C1orf101
51029,1,244643048,244719034,295,41,623327,2.7185,0.0032792000000000003,DESI2
116228,1,244825337,244855057,114,18,607966,-1.8458,0.96754,COX20
3192,1,244840300,244874525,111,32,591308,-1.3276,0.90785,HNRNPU
84288,1,244959739,245135228,763,50,623767,-2.2892,0.9889700000000001,EFCAB2
55083,1,245144985,245719432,3199,295,624701,1.5375,0.062083000000000006,KIF26B
64754,1,245739340,246517342,4775,160,625423,1.3926,0.081873,SMYD3
105373268,1,246184292,246211730,179,30,635822,1.0439,0.14827,LOC105373268
64216,1,246530561,246576319,315,35,624448,-0.63842,0.7384,TFB2M
163882,1,246556337,246678587,571,54,611552,-0.7288899999999999,0.7669699999999999,CNST
51097,1,246714076,246778137,325,27,619190,-0.42081999999999997,0.66306,SCCPDH
100130097,1,246760907,246849587,457,49,626879,0.33737,0.36791999999999997,KIF28P
25909,1,246829098,246941978,453,61,604183,2.5258,0.0057712,AHCTF1
57116,1,246935547,247018093,495,50,606551,0.7994399999999999,0.21202,ZNF695
93474,1,247024638,247088813,442,32,630746,-1.848,0.9677,ZNF670
79862,1,247089962,247114400,131,21,635605,0.5715100000000001,0.28383,ZNF669
388759,1,247100160,247122417,98,20,630610,0.25301,0.40013000000000004,C1orf229
7678,1,247111975,247182438,361,32,621080,-0.063877,0.52547,ZNF124
317705,1,247246072,247267145,117,22,625529,-2.7089,0.9966200000000001,VN1R5
84838,1,247287413,247343376,210,35,628906,-1.6214,0.9475299999999999,ZNF496
114548,1,247405904,247459108,347,67,631492,0.6160800000000001,0.26892,NLRP3
127623,1,247441029,247461982,211,29,633272,1.2826,0.09980800000000001,OR2B11
441932,1,247481068,247502409,70,24,630415,0.42399,0.33578,OR2W5
148823,1,247497058,247587690,406,67,627417,-0.5633699999999999,0.71341,GCSAML
81472,1,247520132,247543839,111,21,614521,-1.2913,0.9017,OR2C3
102724446,1,247555639,247651191,459,62,634037,-0.33303,0.63044,LOC102724446
81470,1,247578360,247599313,102,20,634230,-0.25074,0.5989899999999999,OR2G2
81469,1,247595586,247616515,79,20,624381,0.21255,0.41584,OR2G3
441933,1,247662118,247683041,157,13,640693,-0.67729,0.75089,OR13G1
105373274,1,247690079,247759120,291,29,610963,-0.15525,0.5616899999999999,LOC105373274
343169,1,247701829,247722755,78,17,642499,-0.8005399999999999,0.7883,OR6F1
26188,1,247747462,247768406,119,24,601564,1.2347,0.10847000000000001,OR1C1
284532,1,247804800,247844858,305,20,614969,2.0533,0.020021,OR14A16
391189,1,247830928,247851896,139,21,632527,2.0776,0.018872,OR11L1
25893,1,247847199,247890138,282,35,620048,0.8474,0.19839,TRIM58
343171,1,247885587,247906531,140,20,632620,-0.25892,0.60215,OR2W3
343172,1,247902253,247933152,216,30,615176,0.9326399999999999,0.1755,OR2T8
284521,1,247927029,248110922,875,49,608096,-0.20984,0.5831,OR2L13
391190,1,247938858,247959796,169,11,587278,-0.46012,0.67728,OR2L8
391191,1,247955332,247976339,194,17,604433,-0.89181,0.81375,OR2AK2
81466,1,248011948,248032886,74,16,611365,0.16597,0.43409,OR2L5
26246,1,248025510,248049332,82,23,600489,-0.10695,0.54259,OR2L2
391192,1,248050682,248071620,86,15,572968,1.1205,0.13125,OR2L3
127059,1,248135148,248156086,69,14,625794,-0.82109,0.7942,OR2M5
391194,1,248169986,248191029,151,17,615875,0.054059,0.47844,OR2M2
127062,1,248193068,248214006,117,18,624305,-1.2728,0.89845,OR2M3
26245,1,248228929,248249864,77,16,614488,-0.97669,0.8356399999999999,OR2M4
391195,1,248262852,248283814,86,7,596878,-1.276,0.89902,OR2T33
127064,1,248284616,248305578,134,13,590900,-1.3555,0.9123700000000001,OR2T12
391196,1,248313630,248334568,123,6,646605,-2.5038,0.9938600000000001,OR2M7
127066,1,248338775,248359713,187,11,615023,-1.9329,0.9733799999999999,OR14C36
127074,1,248351581,248372627,181,14,633506,-1.4172,0.92179,OR2T4
254879,1,248377609,248398535,148,14,630929,-0.8907,0.8134600000000001,OR2T6
26696,1,248395995,248417104,140,11,625608,-1.9407,0.97385,OR2T1
105379285,1,248435607,248558838,343,33,519722,-0.79776,0.7875,LOC105379285
401992,1,248439062,248558832,325,33,523974,-0.74454,0.77172,OR2T2
343173,1,248463351,248484307,134,13,543698,-0.60617,0.7278,OR2T3
401994,1,248473422,248708899,829,55,536278,-1.9115,0.97203,OR14I1
401993,1,248478589,248499536,36,12,494504,0.4187,0.33771999999999996,OR2T5
391211,1,248511647,248532597,62,11,539138,-0.44541000000000003,0.67199,OR2G6
343563,1,248548544,248569491,44,14,453622,-2.0639,0.98049,OR2T29
127068,1,248563801,248584757,47,21,471266,-1.9788,0.97608,OR2T34
127069,1,248582830,248603768,64,22,519060,-2.2512,0.9878100000000001,OR2T10
127077,1,248616178,248637128,60,17,534191,-1.094,0.8630200000000001,OR2T11
403244,1,248628287,248652735,93,20,499833,-0.22755,0.59,OR2T35
403239,1,248639931,248660884,134,28,487938,-0.7348899999999999,0.7688,OR2T27
646627,1,248711230,248765792,140,19,586447,-0.91505,0.8199200000000001,LYPD8
