GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000133055	1	203126939	203154941	120	31	361194	-0.59112	0.72278	MYBPH
ENSG00000133048	1	203138059	203165877	95	35	361194	-0.19455	0.57713	CHI3L1
ENSG00000133063	1	203171955	203252769	296	49	361194	0.27026	0.39348	CHIT1
ENSG00000159388	1	203264619	203288730	78	25	361194	1.7835	0.037249	BTG2
ENSG00000122176	1	203299756	203330617	111	32	361194	-0.22817	0.59024	FMOD
ENSG00000188783	1	203434956	203470480	161	26	361194	0.22745	0.41004	PRELP
ENSG00000188770	1	203453271	203487992	169	28	361194	0.12853	0.44886	OPTC
ENSG00000058668	1	203585689	203723209	345	75	361193	0.83011	0.20324	ATP2B4
ENSG00000122188	1	203724304	203755361	137	20	361194	0.42612	0.33501	LAX1
ENSG00000058673	1	203754782	203833252	262	17	361194	0.50925	0.30529	ZC3H11A
ENSG00000257315	1	203755437	203779686	69	12	361194	-0.051093	0.52037	ZBED6
ENSG00000182004	1	203820731	203849678	81	14	361194	0.15957	0.43661	SNRPE
ENSG00000143842	1	204032243	204106863	254	64	361194	-0.81368	0.79209	SOX13
ENSG00000143845	1	204090190	204131307	159	51	361194	0.56417	0.28632	ETNK2
ENSG00000143839	1	204113944	204145465	140	26	361194	0.96103	0.16827	REN
ENSG00000170498	1	204149469	204175614	122	22	361194	0.38942	0.34848	KISS1
ENSG00000174567	1	204157288	204193220	156	36	361194	0.23015	0.40899	GOLT1A
ENSG00000143850	1	204177979	204356793	717	66	361194	1.1404	0.12706	PLEKHA6
ENSG00000158615	1	204362515	204390919	85	31	361194	0.45262	0.32541	PPP1R15B
ENSG00000133056	1	204381756	204473852	327	50	361194	0.14323	0.44305	PIK3C2B
ENSG00000198625	1	204475511	204552871	287	41	361194	0.52364	0.30027	MDM4
ENSG00000170382	1	204576298	204664861	286	47	361194	1.7409	0.040849	LRRN2
ENSG00000163531	1	204787779	205001950	971	85	361194	0.89934	0.18424	NFASC
ENSG00000184144	1	205002325	205057627	241	41	361194	-1.4601	0.92786	CNTN2
ENSG00000174529	1	205042258	205063645	83	18	361194	-1.0944	0.86311	TMEM81
ENSG00000117222	1	205045270	205101143	220	31	361194	-1.8555	0.96824	RBBP5
ENSG00000133059	1	205101632	205190727	246	42	361194	-0.69449	0.75631	DSTYK
ENSG00000133069	1	205187304	205252471	240	31	361194	-0.15069	0.55989	TMCC2
ENSG00000163545	1	205261187	205300883	188	31	361194	1.1703	0.12094	NUAK2
ENSG00000162873	1	205295220	205336218	204	27	361194	1.8551	0.03179	KLHDC8A
ENSG00000186007	1	205340506	205435082	342	63	361194	1.0758	0.14102	LEMD1
ENSG00000117266	1	205463723	205511921	238	54	361194	1.525	0.063629	CDK18
ENSG00000174514	1	205528013	205582046	226	46	361194	0.50671	0.30618	MFSD4
ENSG00000158711	1	205567071	205611090	165	31	361194	0.21626	0.41439	ELK4
ENSG00000158715	1	205616979	205659587	159	41	361194	1.0349	0.15035	SLC45A3
ENSG00000069275	1	205671947	205729404	186	36	361194	2.0394	0.020703	NUCKS1
ENSG00000268313	1	205672497	205694153	74	20	361194	1.9043	0.028437	AC119673.1
ENSG00000117280	1	205727114	205754588	96	29	361194	0.54495	0.2929	RAB7L1
ENSG00000133065	1	205748221	205792876	132	38	361194	-1.1313	0.87104	SLC41A1
ENSG00000162877	1	205787150	205829260	138	35	361194	-1.4029	0.91968	PM20D1
ENSG00000174502	1	205872176	205922588	218	41	361194	1.0128	0.15558	SLC26A9
ENSG00000196550	1	206126916	206165151	28	6	361194	1.1418	0.12676	FAM72A
ENSG00000198049	1	206213976	206241639	160	20	361194	0.37935	0.35221	AVPR1B
ENSG00000196533	1	206228872	206298647	225	35	361193	-0.81076	0.79125	C1orf186
ENSG00000196188	1	206307459	206342104	45	9	361193	0.55461	0.28958	CTSE
ENSG00000163486	1	206506200	206647783	287	24	361193	-0.097325	0.53877	SRGAP2
ENSG00000143466	1	206633791	206680223	205	43	361194	-1.111	0.86672	IKBKE
ENSG00000162888	1	206654449	206681061	123	25	361194	-0.98828	0.83849	C1orf147
ENSG00000136653	1	206670879	206772616	262	39	361193	-1.0625	0.85599	RASSF5
ENSG00000143486	1	206734620	206795904	221	39	361193	-1.3939	0.91832	EIF2D
ENSG00000143479	1	206798881	206867764	247	44	361194	0.24474	0.40333	DYRK3
ENSG00000162889	1	206848289	206917628	277	34	361194	0.46728	0.32015	MAPKAPK2
ENSG00000136634	1	206930947	206955839	92	34	361194	1.6296	0.05159	IL10
ENSG00000142224	1	206962215	207026324	194	44	361194	1.4463	0.074041	IL19
ENSG00000162891	1	207028699	207052568	57	33	361193	1.7661	0.038687	IL20
ENSG00000162892	1	207060788	207087484	102	14	361194	1.9114	0.027978	IL24
ENSG00000162894	1	207067731	207106592	129	24	361194	1.8154	0.034732	FAIM3
ENSG00000162896	1	207091863	207129811	117	27	361194	2.2939	0.010898	PIGR
ENSG00000162897	1	207121310	207153970	115	23	361194	1.8662	0.031006	FCAMR
ENSG00000182795	1	207181866	207216101	172	25	361194	1.2566	0.10445	C1orf116
ENSG00000180667	1	207207194	207236325	74	18	361194	1.1487	0.12534	YOD1
ENSG00000123836	1	207212801	207264369	114	28	361194	0.80619	0.21007	PFKFB2
ENSG00000123843	1	207252187	207283338	98	28	361194	1.2329	0.1088	C4BPB
ENSG00000123838	1	207267607	207328317	207	48	361194	0.20592	0.41843	C4BPA
ENSG00000196352	1	207484853	207544311	141	33	361194	-1.2868	0.90091	CD55
ENSG00000117322	1	207617575	207673240	190	52	361194	-1.6904	0.95453	CR2
ENSG00000203710	1	207659492	207823992	449	41	361194	0.15499	0.43841	CR1
ENSG00000197721	1	207808458	207921761	506	36	361194	0.90442	0.18289	CR1L
ENSG00000117335	1	207915402	207978858	185	47	361194	0.90338	0.18316	CD46
ENSG00000174059	1	208047594	208094747	215	38	361194	-0.16448	0.56532	CD34
ENSG00000076356	1	208185587	208427665	922	116	361194	0.68201	0.24762	PLXNA2
ENSG00000008118	1	209747062	209797283	210	38	361194	-0.033402	0.51332	CAMK1G
ENSG00000196878	1	209778215	209835811	276	45	361194	0.7772	0.21852	LAMB3
ENSG00000123689	1	209838765	209859733	46	15	361194	-1.7874	0.96307	G0S2
ENSG00000117594	1	209849510	209918295	204	28	361194	-0.81641	0.79287	HSD11B1
ENSG00000009790	1	209919377	209965668	202	29	361194	-0.30231	0.61879	TRAF3IP3
ENSG00000162757	1	209945661	209967904	79	20	361194	0.12117	0.45178	C1orf74
ENSG00000117595	1	209949036	209989465	174	23	361194	0.22696	0.41023	IRF6
ENSG00000117597	1	209991352	210040910	184	29	361194	0.55317	0.29007	DIEXF
ENSG00000143469	1	210101538	210347636	821	44	361194	-0.10284	0.54096	SYT14
ENSG00000082497	1	210396144	210429976	107	29	361194	-0.74075	0.77058	SERTAD4
ENSG00000054392	1	210491596	210859638	1854	152	361194	-0.19177	0.57604	HHAT
ENSG00000143473	1	210846555	211317457	2039	134	361194	0.23348	0.40769	KCNH1
ENSG00000117625	1	211421719	211499727	282	35	361194	0.74826	0.22715	RCOR3
ENSG00000082512	1	211489957	211558288	222	50	361194	0.11132	0.45568	TRAF5
ENSG00000198570	1	211639864	211676259	170	36	361194	1.7618	0.039049	RD3
ENSG00000170385	1	211734910	211762084	105	20	361194	1.0454	0.14792	SLC30A1
ENSG00000117650	1	211826114	211858960	129	32	361194	2.2903	0.011001	NEK2
ENSG00000123684	1	211906799	212014114	491	45	361194	-0.25037	0.59885	LPGAT1
ENSG00000143493	1	212103741	212218884	543	25	361194	-0.23287	0.59207	INTS7
ENSG00000143476	1	212198919	212290742	391	38	361194	-0.78818	0.78471	DTL
ENSG00000066027	1	212448879	212545200	329	30	361194	0.33828	0.36758	PPP2R5A
ENSG00000065600	1	212527273	212598243	250	41	361194	0.70535	0.2403	TMEM206
ENSG00000117691	1	212596229	212629714	168	30	361194	1.2377	0.10792	NENF
ENSG00000162772	1	212728676	212804119	340	47	361194	-0.84826	0.80185	ATF3
ENSG00000162771	1	212787789	212810120	79	27	361194	-1.1071	0.86587	FAM71A
ENSG00000123685	1	212849760	212883327	153	36	361194	0.49926	0.3088	BATF3
ENSG00000117697	1	212889495	212975124	460	19	361194	1.1449	0.12612	NSL1
ENSG00000203705	1	212955170	212999968	238	15	361194	0.70279	0.24109	TATDN3
ENSG00000185523	1	212993483	213030991	205	15	361194	-0.26097	0.60294	C1orf227
ENSG00000162769	1	213021597	213082705	300	22	361194	-1.127	0.87014	FLVCR1
ENSG00000143494	1	213113862	213175379	226	44	361194	2.5174	0.0059109	VASH2
ENSG00000174606	1	213155524	213199168	108	28	361194	1.7382	0.041087	ANGEL2
ENSG00000136643	1	213214589	213458116	507	62	361194	2.4394	0.0073564	RPS6KC1
ENSG00000117707	1	214146524	214224595	278	38	361194	-0.22331	0.58835	PROX1
ENSG00000143499	1	214444445	214520474	298	33	361194	-0.052224	0.52082	SMYD2
ENSG00000152104	1	214512039	214735792	956	108	361194	0.46381	0.32139	PTPN14
ENSG00000117724	1	214766538	214847931	361	28	361194	0.30795	0.37906	CENPF
ENSG00000082482	1	215169118	215420436	894	63	361194	-0.93014	0.82385	KCNK2
ENSG00000136636	1	215730735	215805149	206	17	361194	1.3462	0.089118	KCTD3
ENSG00000042781	1	215786236	216606738	3118	242	361194	1.0008	0.15846	USH2A
ENSG00000196482	1	216666588	217321097	2747	228	361194	0.67246	0.25065	ESRRG
ENSG00000092978	1	217590334	217814424	934	87	361194	0.28616	0.38738	GPATCH2
ENSG00000162814	1	217794666	218055038	1099	55	361194	1.3599	0.086924	SPATA17
ENSG00000067533	1	218448629	218521325	189	19	361194	1.2035	0.11438	RRP15
ENSG00000092969	1	218509577	218627961	379	59	361193	1.2982	0.097108	TGFB2
ENSG00000228208	1	218673438	218709320	179	14	361194	0.20692	0.41804	C1orf143
ENSG00000143353	1	219337186	219396207	162	32	361194	1.699	0.044661	LYPLAL1
ENSG00000196660	1	219848769	220141989	1068	79	361194	6.2122	2.6123e-10	SLC30A10
ENSG00000136628	1	220131943	220230000	343	40	361194	1.5915	0.05575	EPRS
ENSG00000162813	1	220220824	220273804	180	43	361194	4.1181	1.9104e-05	BPNT1
ENSG00000067704	1	220257444	220331380	272	32	361194	4.1118	1.963e-05	IARS2
ENSG00000118873	1	220311635	220455796	479	40	361194	3.3403	0.00041843	RAB3GAP2
ENSG00000224867	1	220593286	220618023	103	17	361194	0.81413	0.20779	AC096644.1
ENSG00000116141	1	220691568	220847803	427	38	361194	1.8529	0.03195	MARK1
ENSG00000162817	1	220853187	220882499	183	21	361194	2.0306	0.021145	C1orf115
ENSG00000117791	1	220911567	220968150	510	19	361194	0.47028	0.31908	MARC2
ENSG00000186205	1	220950101	220997735	343	29	361194	1.0619	0.14413	MARC1
ENSG00000136630	1	221041699	221068401	118	29	361194	-0.30213	0.61872	HLX
ENSG00000143507	1	221864766	221925518	204	51	361193	-0.76703	0.77847	DUSP10
ENSG00000143512	1	222685602	222731445	222	25	361194	0.94318	0.1728	HHIPL2
ENSG00000143498	1	222721244	222773275	168	34	361194	0.15318	0.43913	TAF1A
ENSG00000154305	1	222781428	222851354	183	38	361194	-0.10362	0.54126	MIA3
ENSG00000186063	1	222831355	222896552	162	44	361194	0.43107	0.33321	AIDA
ENSG00000162819	1	222875895	222918538	107	32	361194	0.78043	0.21757	BROX
ENSG00000197520	1	222900549	222934147	73	35	361194	1.0049	0.15748	FAM177B
ENSG00000154309	1	222978406	223189337	870	65	361194	3.6637	0.00012429	DISP1
ENSG00000187554	1	223272748	223326624	234	27	361194	0.97701	0.16428	TLR5
ENSG00000143502	1	223384161	223547544	512	41	361194	0.22045	0.41276	SUSD4
ENSG00000178395	1	223556715	223578812	57	11	361194	-0.70671	0.76013	C1orf65
ENSG00000203697	1	223701349	223863436	421	60	361194	0.88109	0.18913	CAPN8
ENSG00000162909	1	223879295	223973720	405	34	361194	0.84108	0.20015	CAPN2
ENSG00000143514	1	223957601	224043674	304	23	361194	0.41114	0.34049	TP53BP2
ENSG00000269358	1	224205760	224226371	22	7	361192	-0.12213	0.5486	AC138393.1
ENSG00000143756	1	224291789	224359749	260	28	361194	0.74032	0.22955	FBXO28
ENSG00000143753	1	224353458	224391143	161	30	361193	1.2104	0.11306	DEGS1
ENSG00000143748	1	224405036	224528089	333	48	361194	0.38247	0.35106	NVL
ENSG00000143771	1	224534552	224577161	148	32	361194	0.12305	0.45103	CNIH4
ENSG00000162923	1	224562845	224634735	209	27	361194	-1.1856	0.88212	WDR26
ENSG00000143786	1	224612362	224938251	1135	75	361194	-1.2791	0.89957	CNIH3
ENSG00000185842	1	225073964	225596996	2264	51	361194	0.49479	0.31037	DNAH14
ENSG00000143815	1	225579204	225626627	148	40	361194	0.65618	0.25585	LBR
ENSG00000203691	1	225590404	225612040	69	17	361194	0.25196	0.40054	AC092811.1
ENSG00000154380	1	225664537	225850844	586	29	361194	0.93046	0.17607	ENAH
ENSG00000143742	1	225955531	225988168	154	28	361194	1.6525	0.049219	SRP9
ENSG00000143819	1	225987794	226043260	290	53	361194	2.0369	0.02083	EPHX1
ENSG00000196187	1	226023237	226080069	257	28	361194	1.2006	0.11496	TMEM63A
ENSG00000243709	1	226063982	226109082	195	27	361194	0.91437	0.18026	LEFTY1
ENSG00000255835	1	226064396	226121978	229	34	361194	1.1619	0.12263	RP4-559A3.7
ENSG00000143811	1	226097578	226121978	70	22	361194	1.7325	0.041591	PYCR2
ENSG00000143768	1	226114298	226139189	65	18	361194	1.0975	0.13621	LEFTY2
ENSG00000143751	1	226160403	226197032	95	30	361194	0.71451	0.23746	SDE2
ENSG00000163041	1	226239552	226269702	91	30	361194	0.77678	0.21864	H3F3A
ENSG00000182827	1	226322380	226384431	242	42	361194	-0.50815	0.69433	ACBD3
ENSG00000185155	1	226401319	226424755	54	21	361194	0.67336	0.25036	MIXL1
ENSG00000183814	1	226408850	226507570	212	52	361194	0.78305	0.2168	LIN9
ENSG00000143799	1	226538392	226605780	254	23	361194	3.2355	0.00060711	PARP1
ENSG00000203685	1	226726501	226806915	294	51	361194	0.030875	0.48768	C1orf95
ENSG00000143772	1	226809391	226937024	397	62	361194	1.527	0.063375	ITPKB
ENSG00000143801	1	227047885	227093806	161	38	361194	2.67	0.0037931	PSEN2
ENSG00000163050	1	227075237	227185246	391	68	361194	2.7327	0.0031406	ADCK3
ENSG00000143776	1	227167566	227516175	2007	35	361194	1.3976	0.081115	CDC42BPA
ENSG00000181450	1	227741244	227875144	461	34	361194	1.6391	0.050599	ZNF678
ENSG00000143740	1	227906240	227978927	265	44	361194	1.2087	0.11339	SNAP47
ENSG00000081692	1	227908126	227933112	90	29	361194	1.0016	0.15826	JMJD4
ENSG00000185888	1	227993394	228044171	196	36	361194	-0.40739	0.65814	PRSS38
ENSG00000143816	1	228096357	228145599	184	40	361194	0.26524	0.39541	WNT9A
ENSG00000154342	1	228184752	228258961	203	32	361194	-0.38324	0.64923	WNT3A
ENSG00000143761	1	228260361	228296912	78	23	361194	0.63315	0.26332	ARF1
ENSG00000143793	1	228278427	228303112	54	20	361194	0.67993	0.24828	C1orf35
ENSG00000162910	1	228284380	228307013	53	22	361194	0.66459	0.25316	MRPL55
ENSG00000143774	1	228317663	228346685	65	21	361194	-0.26414	0.60416	GUK1
ENSG00000198835	1	228327553	228357527	68	28	361194	0.58096	0.28063	GJC2
ENSG00000203684	1	228341787	228363213	46	19	361194	-0.058096	0.52316	IBA57-AS1
ENSG00000181873	1	228343516	228379958	90	22	361194	-0.77548	0.78097	IBA57
ENSG00000162913	1	228381207	228411365	115	23	361194	-0.061711	0.5246	C1orf145
ENSG00000154358	1	228385831	228576577	688	64	361194	1.3539	0.087883	OBSCN
ENSG00000154370	1	228571374	228604541	99	22	361194	1.3422	0.089769	TRIM11
ENSG00000162931	1	228585641	228614562	82	21	361194	1.5108	0.065424	TRIM17
ENSG00000168148	1	228602546	228623026	51	19	361194	1.1981	0.11544	HIST3H3
ENSG00000181218	1	228635065	228655560	42	11	361193	-0.75193	0.77395	HIST3H2A
ENSG00000196890	1	228635808	228656259	45	11	361193	-0.63786	0.73822	HIST3H2BB
ENSG00000168159	1	228664762	228693467	99	24	361194	-0.58692	0.72137	RNF187
ENSG00000116574	1	228860824	228892416	149	22	361194	-0.080091	0.53192	RHOU
ENSG00000177800	1	229375383	229397557	85	18	361193	1.8584	0.031554	TMEM78
ENSG00000168118	1	229396822	229451641	150	23	361194	1.3318	0.091464	RAB4A
ENSG00000213029	1	229430129	229451248	55	12	361194	1.1972	0.11562	SPHAR
ENSG00000154429	1	229446758	229489041	143	22	361194	1.3078	0.095469	CCSAP
ENSG00000143632	1	229556992	229579845	106	27	361194	1.5374	0.062095	ACTA1
ENSG00000069248	1	229567045	229654103	378	23	361194	1.2772	0.10077	NUP133
ENSG00000135776	1	229642329	229704442	211	32	361194	1.4711	0.070639	ABCB10
ENSG00000135801	1	229718858	229771794	161	31	361194	0.4234	0.336	TAF5L
ENSG00000135763	1	229751981	229805946	177	26	361194	0.57425	0.2829	URB2
ENSG00000143641	1	230183536	230427870	1257	108	361194	-1.0885	0.86181	GALNT2
ENSG00000177614	1	230447392	230571475	597	91	361194	-0.047196	0.51882	PGBD5
ENSG00000135775	1	230768235	230839728	296	47	361194	0.21335	0.41553	COG2
ENSG00000135744	1	230828269	230860043	181	25	361194	1.0246	0.15279	AGT
ENSG00000135773	1	230873130	230947749	421	46	361194	1.2887	0.098743	CAPN9
ENSG00000119280	1	230962865	231015335	247	47	361194	-0.77862	0.7819	C1orf198
ENSG00000143643	1	231031989	231124621	370	44	361194	-0.11483	0.54571	TTC13
ENSG00000173409	1	231104727	231146341	210	26	361194	-0.21758	0.58612	ARV1
ENSG00000182118	1	231144704	231185992	217	50	361194	1.1637	0.12227	FAM89A
ENSG00000119283	1	231287858	231367302	344	43	361194	1.7171	0.042983	TRIM67
ENSG00000143633	1	231349509	231386933	136	28	361194	1.0286	0.15183	C1orf131
ENSG00000116906	1	231366953	231423719	164	40	361194	0.38243	0.35107	GNPAT
ENSG00000116903	1	231458480	231483598	75	15	361194	1.1589	0.12326	EXOC8
ENSG00000010072	1	231462850	231500769	93	21	361194	0.93125	0.17586	SPRTN
ENSG00000135766	1	231489497	231570790	244	32	361194	0.20125	0.42025	EGLN1
ENSG00000116918	1	231654399	231712270	160	38	361194	0.17342	0.43116	TSNAX
ENSG00000270106	1	231654399	231964990	1018	112	361194	-0.71395	0.76237	TSNAX-DISC1
ENSG00000162946	1	231752561	232187018	1670	184	361194	-0.6743	0.74994	DISC1
ENSG00000116991	1	232523711	232707304	785	79	361194	3.045	0.0011634	SIPA1L2
ENSG00000212916	1	232930643	232956092	91	21	361194	1.2253	0.11022	MAP10
ENSG00000135778	1	233076351	233129628	192	22	361194	0.55207	0.29045	NTPCR
ENSG00000135749	1	233109181	233441459	1591	95	361194	0.3706	0.35547	PCNXL2
ENSG00000143674	1	233453514	233530894	340	35	361194	0.77971	0.21778	MLK4
ENSG00000135750	1	233739750	233818258	365	62	361194	-0.35436	0.63847	KCNK1
ENSG00000183780	1	234030679	234470262	2168	176	361194	-1.0296	0.8484	SLC35F3
ENSG00000168275	1	234499202	234529795	135	17	361193	1.06	0.14458	COA6
ENSG00000059588	1	234517059	234624849	629	65	361194	0.2427	0.40412	TARBP1
ENSG00000168264	1	234730015	234755271	101	26	361194	2.753	0.0029525	IRF2BP2
ENSG00000173726	1	235262651	235302251	107	17	361194	1.2261	0.11008	TOMM20
ENSG00000188739	1	235284498	235334772	164	20	361194	1.6615	0.048306	RBM34
ENSG00000054267	1	235284949	235501534	857	26	361194	1.3999	0.080769	ARID4B
ENSG00000152904	1	235480665	235517847	187	23	361194	0.92716	0.17692	GGPS1
ENSG00000116957	1	235520675	235622283	378	35	361194	-0.085617	0.53411	TBCE
ENSG00000162885	1	235603238	235677781	282	29	361194	-1.5627	0.94093	B3GALNT2
ENSG00000168243	1	235700987	235824054	478	71	361193	1.9527	0.025427	GNG4
ENSG00000143669	1	235814341	236056940	542	58	361194	1.4591	0.072262	LYST
ENSG00000116962	1	236129130	236238462	444	51	361194	0.18172	0.4279	NID1
ENSG00000077585	1	236295832	236395165	547	42	361194	0.48993	0.31209	GPR137B
ENSG00000086619	1	236368855	236455319	544	18	361194	0.49669	0.3097	ERO1LB
ENSG00000186197	1	236501562	236658214	773	72	361194	1.2375	0.10795	EDARADD
ENSG00000116977	1	236671300	236726281	204	42	361193	-1.2554	0.89534	LGALS8
ENSG00000119285	1	236702305	236777804	320	24	361194	-0.75741	0.7756	HEATR1
ENSG00000077522	1	236839754	236937931	372	58	361194	0.32041	0.37433	ACTN2
ENSG00000116984	1	236948610	237077281	454	38	361194	-0.69872	0.75764	MTR
ENSG00000244020	1	237157403	237177718	46	20	361193	0.32813	0.37141	MT1HL1
ENSG00000198626	1	237195505	238007288	3412	315	361194	-0.98319	0.83724	RYR2
ENSG00000116996	1	238035705	238064094	168	32	361194	-1.0891	0.86195	ZP4
ENSG00000270188	1	238097024	238118575	101	26	361194	0.42205	0.33649	MTRNR2L11
ENSG00000133019	1	239539865	240088750	2177	140	361194	0.62483	0.26604	CHRM3
ENSG00000155816	1	240167648	240648489	2479	154	361194	7.5922	1.5724e-14	FMN2
ENSG00000268365	1	240619183	240653504	146	28	361193	3.2863	0.00050749	AL646016.1
ENSG00000180875	1	240642873	240785449	582	88	361193	1.6091	0.053795	GREM2
ENSG00000182901	1	240921554	241530530	2560	208	361194	-0.062626	0.52497	RGS7
ENSG00000091483	1	241650903	241693061	105	21	361194	-0.28954	0.61392	FH
ENSG00000117009	1	241685434	241768944	373	70	361194	-0.037574	0.51499	KMO
ENSG00000054277	1	241743404	241850678	405	73	361194	-0.33136	0.62981	OPN3
ENSG00000203668	1	241782155	241809232	107	27	361194	0.53824	0.29521	CHML
ENSG00000162843	1	241805580	241975435	677	80	361194	1.9715	0.024336	WDR64
ENSG00000174371	1	242001269	242068450	334	41	361194	-0.80492	0.78957	EXO1
ENSG00000197769	1	242148792	242172375	159	30	361194	1.9222	0.027291	MAP1LC3C
ENSG00000180287	1	242236288	242697998	2190	168	361194	-0.32583	0.62773	PLD5
ENSG00000143702	1	243277730	243428650	408	41	361194	2.5953	0.0047254	CEP170
ENSG00000269795	1	243378058	243405911	77	16	361194	2.2699	0.011606	AC092782.1
ENSG00000054282	1	243409320	243673394	690	78	361194	1.6713	0.047334	SDCCAG8
ENSG00000117020	1	243641535	244024381	819	61	361194	-0.72093	0.76452	AKT3
ENSG00000179456	1	244204585	244230778	60	27	361193	-0.8589	0.8048	ZBTB18
ENSG00000268146	1	244217632	244241211	77	23	361194	-0.023345	0.50931	AL590483.1
ENSG00000173728	1	244505937	244562965	256	43	361193	0.68292	0.24733	C1orf100
ENSG00000035687	1	244561796	244625436	201	37	361194	0.02679	0.48931	ADSS
ENSG00000179397	1	244607679	244814479	718	47	361194	-0.71373	0.7623	C1orf101
ENSG00000121644	1	244806237	244882335	232	43	361194	0.85145	0.19726	DESI2
ENSG00000203667	1	244988624	245018359	104	12	361194	-0.20826	0.58249	COX20
ENSG00000153187	1	245004468	245037844	82	16	361192	1.2383	0.1078	HNRNPU
ENSG00000272195	1	245122652	245144390	56	20	361193	-0.57188	0.7163	RP11-156E8.1
ENSG00000203666	1	245123007	245300466	561	57	361194	-0.64733	0.74129	EFCAB2
ENSG00000162849	1	245308287	245882733	2692	283	361194	-1.3014	0.90344	KIF26B
ENSG00000185420	1	245902642	246680614	4267	147	361194	1.8989	0.02879	SMYD3
ENSG00000162851	1	246693862	246739626	270	33	361194	-0.96853	0.83361	TFB2M
ENSG00000162852	1	246719746	246841886	539	59	361194	0.67944	0.24843	CNST
ENSG00000143653	1	246877349	246941439	341	24	361194	0.5193	0.30178	SCCPDH
ENSG00000153207	1	246992400	247105280	452	47	361194	1.8764	0.0303	AHCTF1
ENSG00000197472	1	247098849	247181395	413	47	361194	2.1072	0.017552	ZNF695
ENSG00000135747	1	247098849	247252113	886	45	361194	1.3769	0.084274	ZNF670
ENSG00000188295	1	247253264	247277674	141	21	361194	0.4297	0.33371	ZNF669
ENSG00000221953	1	247263462	247285719	118	23	361194	0.2964	0.38346	C1orf229
ENSG00000196418	1	247275277	247345318	389	34	361194	-1.1267	0.87006	ZNF124
ENSG00000162714	1	247450714	247505148	195	37	361194	0.36511	0.35752	ZNF496
ENSG00000162711	1	247569458	247622410	300	65	361194	1.6409	0.050414	NLRP3
ENSG00000177535	1	247604255	247625308	169	26	361194	2.0193	0.021728	OR2B11
ENSG00000169224	1	247660360	247750992	387	72	361194	-0.39802	0.65469	GCSAML
ENSG00000196242	1	247683434	247707141	103	21	361194	0.62403	0.2663	OR2C3
ENSG00000177489	1	247741662	247762615	86	30	361194	0.26416	0.39583	OR2G2
ENSG00000177476	1	247758856	247779838	68	28	361194	0.86233	0.19425	OR2G3
ENSG00000197437	1	247825320	247846365	158	12	361194	2.9451	0.0016143	OR13G1
ENSG00000169214	1	247865045	247886105	88	18	361194	0.85061	0.19749	OR6F1
ENSG00000241128	1	247876401	247897345	74	12	361194	0.13519	0.44623	OR14A2
ENSG00000153230	1	247891917	247912861	96	14	361194	0.83925	0.20067	OR14K1
ENSG00000221888	1	247910676	247931982	109	25	361193	0.52921	0.29833	OR1C1
ENSG00000196772	1	247968102	247989031	88	14	361194	-0.46994	0.6808	OR14A16
ENSG00000197591	1	247994199	248015254	99	20	361194	-0.86465	0.80639	OR11L1
ENSG00000162722	1	248010501	248051507	235	44	361194	-0.97122	0.83428	TRIM58
ENSG00000238243	1	248021277	248070449	268	44	361194	0.74842	0.2271	OR2W3
ENSG00000177462	1	248074320	248095258	85	22	361193	0.2811	0.38932	OR2T8
ENSG00000177275	1	248087071	248108057	55	17	361194	-0.16485	0.56547	OR2AJ1
ENSG00000196071	1	248090493	248274224	652	43	361194	0.70196	0.24135	OR2L13
ENSG00000196936	1	248102160	248123098	79	10	361194	-0.28328	0.61152	OR2L8
ENSG00000187080	1	248118535	248139641	92	16	361194	-0.90424	0.81706	OR2AK2
ENSG00000197454	1	248175250	248196188	73	13	361194	0.93848	0.174	OR2L5
ENSG00000203663	1	248191474	248212607	65	15	361194	1.4147	0.078578	OR2L2
ENSG00000198128	1	248213984	248234922	69	12	361194	1.1977	0.11552	OR2L3
ENSG00000162727	1	248298450	248319388	64	11	361194	1.6798	0.046494	OR2M5
ENSG00000198601	1	248333288	248354331	75	17	361194	1.063	0.1439	OR2M2
ENSG00000228198	1	248356332	248377392	48	15	361194	-0.79456	0.78657	OR2M3
ENSG00000171180	1	248392231	248413166	46	8	361194	0.0099366	0.49604	OR2M4
ENSG00000177212	1	248426073	248447138	30	12	361194	0.18171	0.4279	OR2T33
ENSG00000177201	1	248447918	248468880	51	11	361194	0.098479	0.46078	OR2T12
ENSG00000177186	1	248476894	248497899	35	9	361194	0.42041	0.33709	OR2M7
ENSG00000177174	1	248502077	248523015	65	9	361192	1.2059	0.11392	OR14C36
ENSG00000196944	1	248514883	248535929	109	8	361194	1.1319	0.12884	OR2T4
ENSG00000198104	1	248540910	248561836	125	10	361193	1.1615	0.12272	OR2T6
ENSG00000175143	1	248559296	248580405	122	5	361194	0.15705	0.4376	OR2T1
ENSG00000227152	1	248594508	248615434	24	5	361189	0.58332	0.27984	OR2T7
ENSG00000196240	1	248606077	248627130	18	4	361193	-0.0018517	0.50074	OR2T2
ENSG00000196539	1	248626627	248647634	79	4	361193	-0.56181	0.71288	OR2T3
ENSG00000203661	1	248641885	248662898	11	3	361190	0.36186	0.35873	OR2T5
ENSG00000188558	1	248674916	248695964	41	3	361192	1.5671	0.058548	OR2G6
