GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000212122	5	112758251	112780728	133	19	361194	2.0149	0.021959	TSSK1B
ENSG00000047188	5	112839380	112940982	599	28	361194	1.0527	0.14624	YTHDC2
ENSG00000080709	5	113686642	113842337	574	72	361194	-0.35075	0.63711	KCNN2
ENSG00000152503	5	114450459	114526243	295	44	361194	1.8657	0.031042	TRIM36
ENSG00000164219	5	114536527	114608569	254	46	361194	2.6696	0.0037973	PGGT1B
ENSG00000164221	5	114592885	114642528	167	41	361194	1.5535	0.060148	CCDC112
ENSG00000145780	5	114846608	114890591	132	37	361194	0.080122	0.46807	FEM1C
ENSG00000251201	5	114904339	114971858	206	44	361194	0.078589	0.46868	TMED7-TICAM2
ENSG00000243414	5	114904339	114971876	206	44	361194	0.078589	0.46868	TICAM2
ENSG00000134970	5	114939205	114978689	124	27	361194	-0.41478	0.66085	TMED7
ENSG00000129596	5	115130430	115162651	114	30	361194	-1.1601	0.877	CDO1
ENSG00000145782	5	115153893	115187555	130	33	361194	-0.039828	0.51588	ATG12
ENSG00000177879	5	115167178	115259778	352	38	361194	0.38796	0.34902	AP3S1
ENSG00000172901	5	115288151	115373316	559	64	361194	0.21306	0.41564	AQPEP
ENSG00000268714	5	115348088	115404625	303	48	361194	0.89163	0.18629	CTD-2287O16.3
ENSG00000268223	5	115377163	115405815	104	23	361193	0.34069	0.36667	ARL14EPL
ENSG00000145781	5	115410688	115758459	2345	48	361194	-0.53695	0.70435	COMMD10
ENSG00000092421	5	115769312	115920630	694	105	361194	-1.0442	0.8518	SEMA6A
ENSG00000169570	5	118163017	118334240	633	65	361194	-0.0034693	0.50138	DTWD2
ENSG00000172869	5	118363467	118594833	671	103	361194	0.55208	0.29045	DMXL1
ENSG00000145779	5	118594387	118745383	688	63	361194	0.22101	0.41254	TNFAIP8
ENSG00000133835	5	118778138	118982894	923	62	361194	0.54161	0.29404	HSD17B4
ENSG00000164334	5	118955254	118981517	171	16	361194	1.4511	0.073372	FAM170A
ENSG00000184838	5	119789973	120033027	1239	86	361194	1.5622	0.059116	PRR16
ENSG00000181867	5	121177650	121198519	89	27	361193	1.1833	0.11835	FTMT
ENSG00000151304	5	121287656	121421265	385	28	361194	-1.0713	0.85799	SRFBP1
ENSG00000113083	5	121388890	121423980	92	20	361194	-1.9599	0.97499	LOX
ENSG00000164185	5	121455208	121525312	170	44	361193	0.11675	0.45353	ZNF474
ENSG00000064692	5	121637049	121809914	426	47	361194	0.13667	0.44565	SNCAIP
ENSG00000205302	5	122100691	122175803	386	33	361194	-0.001075	0.50043	SNX2
ENSG00000064652	5	122169134	122375049	850	53	361194	-0.4575	0.67634	SNX24
ENSG00000168938	5	122348945	122382436	173	37	361194	0.12895	0.4487	PPIC
ENSG00000061455	5	122414816	122539960	609	63	361194	1.238	0.10786	PRDM6
ENSG00000168944	5	122670579	122769286	380	24	361194	2.6194	0.0044036	CEP120
ENSG00000151292	5	122837793	122962739	302	44	361194	0.69141	0.24465	CSNK1G3
ENSG00000168916	5	123962608	124094500	558	73	361194	2.0989	0.017911	ZNF608
ENSG00000155324	5	125685824	125842186	520	91	361193	0.23648	0.40653	GRAMD3
ENSG00000164904	5	125867533	125941110	299	41	361194	0.52702	0.29909	ALDH7A1
ENSG00000164902	5	125925960	125972944	230	30	361194	0.08516	0.46607	PHAX
ENSG00000196900	5	125957414	125981979	132	27	361194	-0.1802	0.5715	C5orf48
ENSG00000113368	5	126102315	126182712	392	36	361194	0.72524	0.23415	LMNB1
ENSG00000173926	5	126193406	126376500	761	20	361194	0.16349	0.43507	MARCH3
ENSG00000164241	5	126368250	126419184	190	19	361194	1.4116	0.07904	C5orf63
ENSG00000145794	5	126616523	126811429	846	36	361194	1.6783	0.046647	MEGF10
ENSG00000164244	5	126843301	126900781	245	21	361194	1.0965	0.13643	PRRC1
ENSG00000205279	5	126974736	127004322	119	23	361194	1.3556	0.087617	CTXN3
ENSG00000064651	5	127409458	127535380	341	32	361194	1.5558	0.059874	SLC12A2
ENSG00000138829	5	127583601	128004878	1938	71	361194	0.40229	0.34374	FBN2
ENSG00000113396	5	127863706	128379335	2822	72	361194	-0.61948	0.7322	SLC27A6
ENSG00000066583	5	128420444	128459721	176	30	361194	-0.82113	0.79421	ISOC1
ENSG00000145808	5	128785958	129084376	982	61	361194	2.0334	0.021004	ADAMTS19
ENSG00000186367	5	129073772	129112425	106	21	361194	0.66409	0.25332	KIAA1024L
ENSG00000198108	5	129230165	129532327	846	68	361194	1.767	0.03861	CHSY3
ENSG00000169567	5	130484720	130517428	166	17	361194	1.9985	0.022832	HINT1
ENSG00000186687	5	130496503	130551119	229	23	361194	1.9008	0.028661	LYRM7
ENSG00000158985	5	130571186	130744140	451	50	361194	2.0777	0.018869	CDC42SE2
ENSG00000158987	5	130749614	130980929	470	55	361194	3.2051	0.00067499	RAPGEF6
ENSG00000273217	5	130751584	131142676	763	51	361194	3.4712	0.00025904	CTC-432M15.3
ENSG00000217128	5	130967407	131142710	320	45	361194	3.6633	0.00012451	FNIP1
ENSG00000164398	5	131132683	131357936	529	49	361194	2.7219	0.0032458	ACSL6
ENSG00000164399	5	131386222	131408897	73	24	361194	1.7142	0.043248	IL3
ENSG00000164400	5	131399483	131421859	77	20	361194	1.0418	0.14876	CSF2
ENSG00000072682	5	131517531	131641008	428	43	361194	0.96859	0.16638	P4HA2
ENSG00000131435	5	131583364	131619147	128	25	361194	1.4236	0.077277	PDLIM4
ENSG00000197208	5	131620136	131689899	225	26	361194	0.48208	0.31487	SLC22A4
ENSG00000197375	5	131695444	131741306	194	28	361194	0.87585	0.19055	SLC22A5
ENSG00000197536	5	131736328	131821736	335	32	361194	1.5835	0.056658	C5orf56
ENSG00000125347	5	131807301	131836490	132	16	361194	1.1078	0.13398	IRF1
ENSG00000113525	5	131867136	131902530	75	16	361194	1.024	0.15293	IL5
ENSG00000113522	5	131881711	131990313	339	21	361194	1.2477	0.10606	RAD50
ENSG00000169194	5	131981955	132006802	84	21	361194	1.504	0.066295	IL13
ENSG00000113520	5	131999678	132028368	82	22	361193	1.2766	0.10087	IL4
ENSG00000131437	5	132018320	132083330	161	24	361194	0.78359	0.21664	KIF3A
ENSG00000205089	5	132073137	132099856	71	15	361194	1.3721	0.085023	CCNI2
ENSG00000164402	5	132076509	132152933	224	29	361193	3.4791	0.00025153	SEPT8
ENSG00000198944	5	132139033	132162488	71	12	361193	6.103	5.2043e-10	SOWAHA
ENSG00000164403	5	132147833	132176590	73	19	361194	5.3336	4.8131e-08	SHROOM1
ENSG00000164404	5	132186873	132212576	87	19	361194	4.8078	7.6312e-07	GDF9
ENSG00000164405	5	132192252	132213723	73	18	361194	4.8776	5.37e-07	UQCRQ
ENSG00000164406	5	132198014	132220738	70	18	361194	4.6495	1.664e-06	LEAP2
ENSG00000072364	5	132201071	132309326	415	29	361194	4.3201	7.7996e-06	AFF4
ENSG00000155329	5	132322677	132372296	207	17	361194	0.69522	0.24346	ZCCHC10
ENSG00000170606	5	132377654	132452141	303	25	361194	4.4398	4.5023e-06	HSPA4
ENSG00000053108	5	132522147	132958255	1659	198	361194	2.1838	0.014488	FSTL4
ENSG00000113583	5	133281201	133314478	97	30	361193	1.7153	0.043145	C5orf15
ENSG00000213585	5	133297606	133350824	169	29	361194	0.92752	0.17683	VDAC1
ENSG00000081059	5	133440402	133497556	220	29	361194	3.2598	0.00055748	TCF7
ENSG00000113558	5	133474633	133522729	203	25	361194	2.8915	0.0019172	SKP1
ENSG00000272772	5	133492861	133571762	228	35	361194	3.817	6.7552e-05	CTD-2410N18.5
ENSG00000113575	5	133520025	133571833	108	27	361194	3.9946	3.2405e-05	PPP2CA
ENSG00000006837	5	133531305	133716738	517	23	361194	3.8108	6.9272e-05	CDKL3
ENSG00000119048	5	133696870	133737683	136	16	361194	3.3742	0.00037015	UBE2B
ENSG00000237190	5	133727778	133757589	80	18	361194	3.3873	0.00035288	CDKN2AIPNL
ENSG00000043143	5	133850003	133928918	265	39	361194	7.1803	3.4781e-13	JADE2
ENSG00000152700	5	133926834	133994961	181	46	361194	4.3677	6.2782e-06	SAR1B
ENSG00000113615	5	133974479	134073513	290	37	361194	3.7231	9.8405e-05	SEC24A
ENSG00000164615	5	134064191	134097847	99	24	361194	3.275	0.00052832	CAMLG
ENSG00000145833	5	134084469	134200823	353	36	361194	2.6313	0.0042536	DDX46
ENSG00000181904	5	134171370	134205427	94	26	361194	2.9749	0.0014656	C5orf24
ENSG00000113621	5	134199493	134247215	125	36	361194	3.4458	0.00028472	TXNDC15
ENSG00000132570	5	134230596	134353649	349	51	361194	3.746	8.9831e-05	PCBD2
ENSG00000152705	5	134293596	134357392	220	35	361194	3.036	0.0011986	CATSPER3
ENSG00000069011	5	134353425	134380503	120	16	361194	3.1955	0.00069786	PITX1
ENSG00000224186	5	134358970	134701744	1189	164	361194	5.0223	2.5522e-07	C5orf66
ENSG00000113648	5	134659590	134745604	230	31	361194	0.044048	0.48243	H2AFY
ENSG00000251380	5	134769905	134793038	97	18	361194	2.056	0.019892	C5orf20
ENSG00000255833	5	134769908	134798089	112	19	361194	2.1482	0.015851	TIFAB
ENSG00000181965	5	134859991	134881639	74	19	361194	1.3688	0.085526	NEUROG1
ENSG00000145824	5	134896373	134924969	69	16	361194	3.018	0.0012724	CXCL14
ENSG00000145832	5	135160338	135234326	327	39	361194	1.1007	0.13552	SLC25A48
ENSG00000145839	5	135217935	135241516	98	21	361194	1.7131	0.043346	IL9
ENSG00000145826	5	135247968	135300723	311	36	361194	0.60188	0.27363	LECT2
ENSG00000120708	5	135354584	135409507	160	24	361194	-0.49815	0.69081	TGFBI
ENSG00000113658	5	135458534	135534435	272	12	361194	-0.82058	0.79406	SMAD5
ENSG00000069018	5	135538999	135742730	693	55	361194	-0.18022	0.57151	TRPC7
ENSG00000152377	5	136300987	136944068	2386	144	361194	-1.053	0.85383	SPOCK1
ENSG00000146021	5	136943189	137081779	357	52	361194	-0.14342	0.55702	KLHL3
ENSG00000177733	5	137077075	137100039	52	27	361194	-0.5187	0.69801	HNRNPA0
ENSG00000120729	5	137193480	137233540	85	31	361194	0.41436	0.33931	MYOT
ENSG00000078795	5	137213657	137288436	191	54	361194	1.1753	0.11994	PKD2L2
ENSG00000031003	5	137263649	137397650	364	45	361194	1.4177	0.078143	FAM13B
ENSG00000061492	5	137409581	137438054	87	19	361193	1.3735	0.084804	WNT8A
ENSG00000112981	5	137440866	137485132	156	33	361194	0.26627	0.39502	NME5
ENSG00000112983	5	137465455	137524675	165	34	361194	-0.2109	0.58352	BRD8
ENSG00000112984	5	137504408	137533404	90	30	361194	-0.098908	0.53939	KIF20A
ENSG00000094880	5	137513339	137559032	155	29	361194	0.25509	0.39933	CDC23
ENSG00000146013	5	137578068	137620360	154	30	361194	-0.31122	0.62218	GFRA3
ENSG00000158402	5	137610954	137684044	241	39	361194	-0.22159	0.58768	CDC25C
ENSG00000120709	5	137657624	137695416	127	26	361194	-0.50325	0.69261	FAM53C
ENSG00000120733	5	137678285	137782717	367	36	361194	0.079897	0.46816	KDM3B
ENSG00000132563	5	137764706	137792658	93	25	361194	-0.40547	0.65743	REEP2
ENSG00000120738	5	137791179	137815004	75	21	361194	-1.0475	0.85256	EGR1
ENSG00000120705	5	137831784	137888989	155	46	361194	0.11822	0.45295	ETF1
ENSG00000113013	5	137880571	137921133	128	29	361194	0.36265	0.35843	HSPA9
ENSG00000044115	5	137936656	138280723	826	89	361194	0.55405	0.28977	CTNNA1
ENSG00000146006	5	138194612	138221057	49	12	361194	0.33592	0.36847	LRRTM2
ENSG00000120725	5	138272409	138639246	895	67	361194	1.9086	0.028157	SIL1
ENSG00000015479	5	138599441	138677360	133	57	361194	-0.04454	0.51776	MATR3
ENSG00000120727	5	138667276	138715406	82	39	361194	1.5218	0.064026	PAIP2
ENSG00000170482	5	138692885	138730242	65	29	361194	2.2134	0.013434	SLC23A1
ENSG00000170476	5	138713169	138735770	46	14	361193	2.1457	0.01595	MZB1
ENSG00000228672	5	138717635	138740885	48	15	361193	2.0756	0.018966	PROB1
ENSG00000170469	5	138722252	138749777	57	23	361193	1.928	0.02693	SPATA24
ENSG00000170464	5	138734279	138790180	74	35	361193	0.73516	0.23112	DNAJC18
ENSG00000249751	5	138774245	138852328	34	23	361194	-0.020749	0.50828	ECSCR
ENSG00000269071	5	138842108	138862506	35	14	361194	1.7734	0.038085	AC138517.1
ENSG00000184584	5	138845119	138872520	71	27	361194	1.6821	0.046273	TMEM173
ENSG00000131508	5	138896016	139018018	370	29	361194	1.564	0.05891	UBE2D2
ENSG00000171604	5	139016884	139073467	167	29	361194	1.1531	0.12444	CXXC5
ENSG00000146005	5	139165406	139234051	201	42	361194	2.2424	0.012469	PSD2
ENSG00000158458	5	139216364	139432884	626	81	361194	0.90679	0.18226	NRG2
ENSG00000185129	5	139477362	139506321	41	16	361194	0.52192	0.30086	PURA
ENSG00000182700	5	139495521	139518391	37	18	361194	0.59314	0.27654	IGIP
ENSG00000120306	5	139544227	139671637	344	20	361194	1.4183	0.078053	CYSTM1
ENSG00000113068	5	139614624	139692706	198	24	361194	1.2107	0.11301	PFDN1
ENSG00000113070	5	139702428	139736216	83	27	361194	0.95451	0.16991	HBEGF
ENSG00000113073	5	139729787	139764728	74	35	361193	1.7662	0.03868	SLC4A9
ENSG00000131503	5	139771399	139939163	300	50	361194	1.4837	0.068946	ANKHD1
ENSG00000254996	5	139771493	139939154	300	50	361194	1.4837	0.068946	ANKHD1-EIF4EBP3
ENSG00000213523	5	139906925	139947895	83	33	361194	1.8859	0.029653	SRA1
ENSG00000243056	5	139917251	139939163	50	19	361194	1.8994	0.028756	EIF4EBP3
ENSG00000113108	5	139927853	139983337	138	33	361194	2.6898	0.003575	APBB3
ENSG00000176087	5	139934041	139958688	57	32	361194	2.6572	0.0039395	SLC35A4
ENSG00000170458	5	140001313	140023286	106	18	361194	2.3672	0.0089618	CD14
ENSG00000131495	5	140008325	140037370	136	25	361194	2.5917	0.0047758	NDUFA2
ENSG00000113119	5	140009012	140034993	119	23	361194	2.6565	0.0039481	TMCO6
ENSG00000113141	5	140016643	140052064	152	27	361194	2.705	0.003415	IK
ENSG00000120314	5	140034261	140063709	104	22	361194	2.4445	0.0072531	WDR55
ENSG00000256453	5	140040379	140063171	79	18	361194	2.3466	0.0094737	DND1
ENSG00000170445	5	140042758	140081609	144	23	361194	2.3891	0.0084437	HARS
ENSG00000112855	5	140061011	140088889	106	15	361194	2.3913	0.0083954	HARS2
ENSG00000146007	5	140068265	140096248	103	15	361194	2.4047	0.0080925	ZMAT2
ENSG00000204970	5	140155876	140401929	808	81	361194	-0.31933	0.62526	PCDHA1
ENSG00000204969	5	140164444	140401929	797	79	361194	-0.38725	0.65071	PCDHA2
ENSG00000255408	5	140170783	140401929	779	72	361194	-0.3555	0.63889	PCDHA3
ENSG00000204967	5	140176659	140401929	765	63	361194	-0.24605	0.59718	PCDHA4
ENSG00000204965	5	140191222	140401929	714	57	361194	-0.42536	0.66471	PCDHA5
ENSG00000081842	5	140197563	140401929	700	51	361194	-0.38094	0.64837	PCDHA6
ENSG00000204963	5	140203969	140401929	680	51	361194	-0.31452	0.62344	PCDHA7
ENSG00000204962	5	140210907	140401929	667	50	361194	-0.32632	0.62791	PCDHA8
ENSG00000204961	5	140217048	140401929	655	49	361194	-0.27009	0.60645	PCDHA9
ENSG00000250120	5	140225595	140401929	631	48	361194	-0.34291	0.63417	PCDHA10
ENSG00000249034	5	140230341	140253224	102	20	361194	-0.57981	0.71898	AC005609.1
ENSG00000249158	5	140238689	140401929	579	47	361194	-0.24995	0.59869	PCDHA11
ENSG00000251664	5	140245058	140401929	540	45	361194	-0.17171	0.56817	PCDHA12
ENSG00000239389	5	140251793	140401929	515	43	361194	-0.13633	0.55422	PCDHA13
ENSG00000248383	5	140296302	140401929	335	42	361194	0.30421	0.38048	PCDHAC1
ENSG00000243232	5	140335820	140401936	151	39	361194	0.98865	0.16142	PCDHAC2
ENSG00000171815	5	140420979	140443512	71	27	361193	1.1023	0.13516	PCDHB1
ENSG00000112852	5	140464227	140486962	113	12	361194	-0.30358	0.61927	PCDHB2
ENSG00000113205	5	140470234	140493406	98	14	361194	-0.17646	0.57004	PCDHB3
ENSG00000081818	5	140491581	140515201	81	19	361194	-0.030552	0.51219	PCDHB4
ENSG00000113209	5	140504800	140527703	96	36	361194	0.617	0.26862	PCDHB5
ENSG00000113211	5	140519683	140542868	136	28	361194	1.1012	0.13541	PCDHB6
ENSG00000255622	5	140525577	140548639	126	26	361194	0.96538	0.16718	PCDHB17
ENSG00000113212	5	140542243	140565957	121	19	361194	0.69779	0.24265	PCDHB7
ENSG00000120322	5	140547371	140570081	127	22	361194	0.69097	0.24479	PCDHB8
ENSG00000196963	5	140550980	140575793	154	27	361194	0.57726	0.28188	PCDHB16
ENSG00000120324	5	140561942	140585215	149	29	361194	0.066796	0.47337	PCDHB10
ENSG00000197479	5	140569183	140592618	133	34	361194	0.2601	0.39739	PCDHB11
ENSG00000120328	5	140578269	140601696	128	38	361194	0.88115	0.18912	PCDHB12
ENSG00000187372	5	140583509	140606993	131	38	361194	1.225	0.11028	PCDHB13
ENSG00000120327	5	140592931	140615858	129	28	361194	1.5342	0.062489	PCDHB14
ENSG00000113248	5	140615147	140637799	103	17	361194	1.3448	0.089343	PCDHB15
ENSG00000120329	5	140672196	140693612	95	17	361194	-1.4847	0.93119	SLC25A2
ENSG00000178913	5	140688057	140710330	112	22	361194	-1.3146	0.90567	TAF7
ENSG00000204956	5	140700252	140902546	953	63	361194	0.58302	0.27994	PCDHGA1
ENSG00000081853	5	140708539	140902546	912	60	361194	0.67522	0.24977	PCDHGA2
ENSG00000254245	5	140713601	140902546	892	60	361194	0.72364	0.23464	PCDHGA3
ENSG00000254221	5	140719828	140902546	874	61	361194	0.73825	0.23018	PCDHGB1
ENSG00000262576	5	140724768	140902546	853	61	361194	0.7171	0.23666	PCDHGA4
ENSG00000253910	5	140729703	140902546	834	58	361194	0.71193	0.23826	PCDHGB2
ENSG00000253485	5	140733898	140902546	812	58	361194	0.74283	0.22879	PCDHGA5
ENSG00000262209	5	140739831	140902546	789	55	361194	0.7557	0.22491	PCDHGB3
ENSG00000253731	5	140743651	140902546	774	48	361194	0.7297	0.23279	PCDHGA6
ENSG00000253537	5	140752467	140902546	737	59	361194	0.74462	0.22825	PCDHGA7
ENSG00000253953	5	140757452	140902546	703	59	361194	0.65317	0.25682	PCDHGB4
ENSG00000253767	5	140762381	140902546	681	60	361194	0.63551	0.26255	PCDHGA8
ENSG00000261934	5	140772520	140902546	622	58	361194	0.5667	0.28546	PCDHGA9
ENSG00000253305	5	140777770	140902546	589	48	361194	0.56758	0.28516	PCDHGB6
ENSG00000253846	5	140782743	140902546	571	46	361194	0.54971	0.29126	PCDHGA10
ENSG00000254122	5	140787427	140902546	545	47	361194	0.54773	0.29194	PCDHGB7
ENSG00000253873	5	140790762	140901835	528	46	361194	0.55344	0.28998	PCDHGA11
ENSG00000253159	5	140800185	140902546	496	53	361194	0.51822	0.30215	PCDHGA12
ENSG00000240184	5	140845580	140902542	254	37	361194	0.24213	0.40434	PCDHGC3
ENSG00000242419	5	140854741	140902546	202	45	361194	0.2552	0.39928	PCDHGC4
ENSG00000240764	5	140858808	140902546	189	43	361194	0.19091	0.4243	PCDHGC5
ENSG00000131504	5	140884583	141008622	468	42	361194	0.84033	0.20036	DIAPH1
ENSG00000171720	5	140990443	141026437	157	43	361194	-0.095971	0.53823	HDAC3
ENSG00000164620	5	141006517	141030644	111	36	361194	-0.37274	0.64533	RELL2
ENSG00000197948	5	141008869	141040986	147	43	361194	-0.84951	0.8022	FCHSD1
ENSG00000120318	5	141022968	141071788	233	65	361194	-0.65987	0.74533	ARAP3
ENSG00000156453	5	141222938	141268811	132	50	361193	0.68131	0.24784	PCDH1
ENSG00000081791	5	141293373	141331612	123	21	361194	0.28766	0.3868	KIAA0141
ENSG00000113555	5	141313150	141359304	122	45	361194	0.85837	0.19534	PCDH12
ENSG00000013561	5	141327893	141379856	151	41	361194	0.32582	0.37228	RNF14
ENSG00000113552	5	141361314	141402606	125	34	361193	-0.16918	0.56717	GNPDA1
ENSG00000131507	5	141478070	141544005	250	39	361194	0.57102	0.28399	NDFIP1
ENSG00000187678	5	141679992	141716020	132	24	361193	2.0035	0.022559	SPRY4
ENSG00000113578	5	141961743	142087617	520	75	361194	1.3312	0.091558	FGF1
ENSG00000145819	5	142139949	142618576	1558	116	361194	1.9865	0.023486	ARHGAP26
ENSG00000113580	5	142647496	142825077	457	56	361194	-1.2888	0.90126	NR3C1
ENSG00000158497	5	143181726	143210284	127	19	361194	0.22794	0.40985	HMHB1
ENSG00000145817	5	143527723	143560278	153	19	361194	-0.2283	0.59029	YIPF5
ENSG00000183775	5	143540396	143875249	1059	53	361194	-0.3584	0.63998	KCTD16
ENSG00000186314	5	144841362	145224932	1265	61	361194	0.63616	0.26233	PRELID2
ENSG00000204928	5	145229296	145262531	115	31	361194	-1.2774	0.89927	GRXCR2
ENSG00000156463	5	145306142	145471354	529	32	361193	-1.6537	0.95091	SH3RF2
ENSG00000173261	5	145453949	145493932	166	11	361194	-0.21964	0.58693	PLAC8L1
ENSG00000133706	5	145482601	145572223	458	14	361194	-0.3545	0.63852	LARS
ENSG00000091009	5	145573113	145728814	505	29	361194	-1.3413	0.91009	RBM27
ENSG00000091010	5	145708587	145730083	89	16	361194	-0.2957	0.61627	POU4F3
ENSG00000113649	5	145816874	145901524	273	21	361194	-0.10259	0.54085	TCERG1
ENSG00000173250	5	145882666	145905753	78	18	361194	-0.24131	0.59534	GPR151
ENSG00000156475	5	145957936	146474347	1503	129	361194	0.2458	0.40292	PPP2R2B
ENSG00000169302	5	146604526	146777415	863	76	361194	-0.49743	0.69056	STK32A
ENSG00000113657	5	146760374	146899619	352	74	361194	-1.1119	0.86691	DPYSL3
ENSG00000176049	5	146957990	147172338	758	45	361194	-1.5588	0.94048	JAKMIP2
ENSG00000164266	5	147194131	147221349	89	27	361194	0.27754	0.39068	SPINK1
ENSG00000164265	5	147240245	147271754	252	22	361194	-0.36907	0.64396	SCGB3A2
ENSG00000178776	5	147250289	147296101	297	33	361194	-1.1089	0.86626	C5orf46
ENSG00000133710	5	147395246	147526852	506	22	361194	0.85229	0.19703	SPINK5
ENSG00000196800	5	147539296	147564961	55	19	361194	1.1872	0.11756	SPINK14
ENSG00000178172	5	147572357	147604700	167	12	361194	0.82284	0.2053	SPINK6
ENSG00000214510	5	147637743	147675817	120	19	361194	-1.1125	0.86703	SPINK13
ENSG00000145879	5	147681982	147705485	102	11	361194	-0.42245	0.66365	SPINK7
ENSG00000268126	5	147688550	147711891	123	10	361194	-0.4483	0.67303	AC091948.1
ENSG00000204909	5	147690766	147729412	164	12	361194	-0.50758	0.69413	SPINK9
ENSG00000145868	5	147753498	147832399	245	34	361194	-0.82813	0.7962	FBXO38
ENSG00000164270	5	147820595	148066798	940	62	361194	-0.37899	0.64765	HTR4
ENSG00000169252	5	148196156	148218196	83	15	361194	1.2457	0.10644	ADRB2
ENSG00000169247	5	148293202	148452726	653	67	361194	4.8963	4.8831e-07	SH3TC2
ENSG00000173210	5	148511046	148650105	490	50	361194	2.4085	0.0080096	ABLIM3
ENSG00000157510	5	148641434	148731365	270	69	361194	0.53434	0.29655	AFAP1L1
ENSG00000164284	5	148714993	148744146	75	21	361194	-0.66362	0.74653	GRPEL2
ENSG00000145882	5	148727570	148759216	94	23	361194	-1.167	0.87839	PCYOX1L
ENSG00000127743	5	148740887	148793765	211	43	361194	-1.0228	0.8468	IL17B
ENSG00000113712	5	148861760	148941007	231	43	361194	1.7583	0.039346	CSNK1A1
ENSG00000183111	5	148921510	149024531	416	48	361194	2.2897	0.011018	ARHGEF37
ENSG00000155846	5	149099861	149244585	580	57	361194	1.5089	0.065667	PPARGC1B
ENSG00000132915	5	149227519	149334356	424	62	361193	1.3646	0.086194	PDE6A
ENSG00000155850	5	149330300	149383018	133	30	361194	-0.3936	0.65306	SLC26A2
ENSG00000164296	5	149362681	149390730	83	18	361194	0.72444	0.2344	TIGD6
ENSG00000113716	5	149369884	149442386	208	27	361194	1.1371	0.12774	HMGXB3
ENSG00000182578	5	149422854	149502935	288	62	361194	0.063605	0.47464	CSF1R
ENSG00000113721	5	149483400	149545435	279	47	361194	0.56858	0.28482	PDGFRB
ENSG00000113722	5	149536358	149574120	130	26	361194	0.62791	0.26503	CDX1
ENSG00000011083	5	149559520	149612351	220	38	361194	-0.29968	0.61779	SLC6A7
ENSG00000070808	5	149589054	149679854	317	52	361194	0.43317	0.33245	CAMK2A
ENSG00000183876	5	149665906	149728870	194	41	361194	0.44265	0.32901	ARSI
ENSG00000070814	5	149727202	149789871	195	39	361194	0.41043	0.34075	TCOF1
ENSG00000019582	5	149771200	149802492	127	44	361194	1.4581	0.072412	CD74
ENSG00000164587	5	149812753	149839319	145	15	361194	1.8802	0.030037	RPS14
ENSG00000070614	5	149855381	149947773	332	35	361194	-0.4574	0.67631	NDST1
ENSG00000171992	5	149970642	150048782	281	36	361194	-0.71125	0.76154	SYNPO
ENSG00000164591	5	150030436	150068927	124	16	361194	-0.47285	0.68184	MYOZ3
ENSG00000086589	5	150060356	150090669	74	26	361194	-0.3464	0.63548	RBM22
ENSG00000132912	5	150078002	150148671	221	17	361194	-0.39209	0.6525	DCTN4
ENSG00000256235	5	150147508	150186296	170	17	361194	-0.57369	0.71691	SMIM3
ENSG00000269636	5	150147867	150186297	169	17	361194	-0.56784	0.71493	AC010441.1
ENSG00000237693	5	150216085	150290298	387	15	361194	-0.97128	0.8343	IRGM
ENSG00000145908	5	150263954	150294545	150	17	361194	-0.1026	0.54086	ZNF300
ENSG00000211445	5	150390124	150418554	97	25	361194	-0.076232	0.53038	GPX3
ENSG00000145901	5	150399506	150483138	405	58	361194	2.3981	0.0082407	TNIP1
ENSG00000197043	5	150470273	150547443	387	69	361194	1.5231	0.063868	ANXA6
ENSG00000198624	5	150550613	150613706	313	57	361194	-0.75548	0.77502	CCDC69
ENSG00000196743	5	150581711	150660001	366	51	361194	0.19346	0.4233	GM2A
ENSG00000186334	5	150646323	150693327	278	24	361194	0.48021	0.31554	SLC36A3
ENSG00000186335	5	150684539	150737151	237	39	361194	-0.10834	0.54314	SLC36A2
ENSG00000123643	5	150806607	150881942	323	29	361194	0.41406	0.33942	SLC36A1
ENSG00000086570	5	150873654	150958505	303	52	361194	1.7356	0.041322	FAT2
ENSG00000113140	5	151030657	151076726	140	36	361194	0.66862	0.25187	SPARC
ENSG00000177556	5	151111877	151162093	153	30	361194	5.6195	9.5761e-09	ATOX1
ENSG00000145907	5	151140606	151202346	233	29	361194	5.5995	1.0746e-08	G3BP1
ENSG00000145888	5	151192074	151314403	368	52	361194	5.6589	7.6186e-09	GLRA1
ENSG00000132911	5	151761093	151822929	295	16	361194	0.023006	0.49082	NMUR2
ENSG00000155511	5	152859175	153203429	1559	102	361194	-1.2515	0.89462	GRIA1
ENSG00000055147	5	153359688	153428496	201	39	361194	-0.35081	0.63713	FAM114A2
ENSG00000037749	5	153408466	153610038	714	75	361194	0.23508	0.40707	MFAP3
ENSG00000164574	5	153560290	153810544	1009	82	361194	-0.46877	0.68038	GALNT10
ENSG00000164576	5	153815517	153850614	114	39	361194	1.9922	0.023176	SAP30L
ENSG00000113196	5	153844532	153867824	92	31	361194	1.0354	0.15025	HAND1
ENSG00000155506	5	154082462	154207167	362	43	361194	1.2006	0.11495	LARP1
ENSG00000170271	5	154188051	154248812	182	34	361194	0.9272	0.17691	FAXDC2
ENSG00000155508	5	154227113	154266353	141	20	361194	0.60588	0.2723	CNOT8
