GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000164362	5	1243262	1305184	264	77	361193	0.18007	0.42855	TERT
ENSG00000049656	5	1307859	1355214	209	39	361194	1.7206	0.042662	CLPTM1L
ENSG00000142319	5	1382909	1455545	355	63	361194	-0.46896	0.68045	SLC6A3
ENSG00000153395	5	1446595	1534092	413	76	361194	1.2519	0.1053	LPCAT1
ENSG00000171421	5	1788500	1811480	91	21	361194	1.0961	0.13652	MRPL36
ENSG00000145494	5	1791514	1826719	158	28	361194	0.76357	0.22256	NDUFS6
ENSG00000113430	5	1867541	1897350	187	35	361194	0.030985	0.48764	IRX4
ENSG00000170561	5	2735959	2762969	101	29	361193	1.4393	0.075037	IRX2
ENSG00000186493	5	2742245	2765508	85	24	361193	-0.25134	0.59922	C5orf38
ENSG00000170549	5	3586168	3611517	112	24	361194	0.50148	0.30802	IRX1
ENSG00000145536	5	5130443	5330417	943	129	361193	3.3953	0.00034276	ADAMTS16
ENSG00000164151	5	5410777	5500347	294	34	361194	1.157	0.12364	KIAA0947
ENSG00000133398	5	6361994	6388707	111	22	361194	-1.5626	0.94093	MED10
ENSG00000215218	5	6438736	6505022	299	61	361194	0.92189	0.17829	UBE2QL1
ENSG00000037474	5	6589352	6643404	264	31	361194	0.90583	0.18251	NSUN2
ENSG00000145545	5	6623456	6679675	290	36	361194	0.44441	0.32837	SRD5A1
ENSG00000112941	5	6704718	6767161	313	35	361194	0.19004	0.42464	PAPD7
ENSG00000078295	5	7386321	7840194	1644	127	361194	2.0755	0.018972	ADCY2
ENSG00000215217	5	7820491	7861603	197	43	361194	1.8357	0.0332	C5orf49
ENSG00000124275	5	7841299	7916138	436	48	361194	0.79653	0.21286	MTRR
ENSG00000124279	5	7849272	7879150	139	34	361194	1.1568	0.12367	FASTKD3
ENSG00000112902	5	9025138	9556187	2046	200	361194	0.52907	0.29838	SEMA5A
ENSG00000169777	5	9619109	9722490	378	55	361194	1.0029	0.15796	TAS2R1
ENSG00000150756	5	10216442	10260009	178	34	361194	0.92805	0.17669	FAM173B
ENSG00000150753	5	10240033	10276524	118	32	361194	0.25965	0.39757	CCT5
ENSG00000164237	5	10265987	10318138	158	32	361194	0.30295	0.38096	CMBL
ENSG00000145495	5	10343815	10450500	211	41	361194	1.1728	0.12043	MARCH6
ENSG00000145491	5	10431636	10482141	128	19	361194	0.85359	0.19667	ROPN1L
ENSG00000249160	5	10495108	10532196	164	31	361194	1.8439	0.032599	RP11-1C1.5
ENSG00000164236	5	10554442	10660308	393	44	361193	0.43532	0.33166	ANKRD33B
ENSG00000112977	5	10669342	10771384	409	29	361194	-0.17599	0.56985	DAP
ENSG00000169862	5	10961952	11914155	3656	268	361194	0.034292	0.48632	CTNND2
ENSG00000039139	5	13680440	13954652	1223	90	361194	0.71573	0.23708	DNAH5
ENSG00000038382	5	14133811	14542235	1344	97	361194	-0.43644	0.66874	TRIO
ENSG00000145569	5	14571884	14625116	131	44	361194	2.4851	0.0064757	FAM105A
ENSG00000154124	5	14654773	14709820	128	37	361194	3.9581	3.7779e-05	FAM105B
ENSG00000154122	5	14694910	14881887	667	79	361194	5.5038	1.8583e-08	ANKH
ENSG00000183580	5	15490305	15949900	1408	111	361194	-0.097582	0.53887	FBXL7
ENSG00000183654	5	16057248	16190871	453	68	361194	1.5961	0.055229	MARCH11
ENSG00000173545	5	16441628	16475901	82	20	361194	-0.090986	0.53625	ZNF622
ENSG00000154153	5	16463147	16627167	563	60	361194	-0.67632	0.75058	FAM134B
ENSG00000145555	5	16655395	16946372	1439	168	361194	1.915	0.027744	MYO10
ENSG00000176788	5	17055707	17286943	1036	133	361194	-0.1602	0.56364	BASP1
ENSG00000145526	5	19463060	20585982	4293	188	361194	-0.65856	0.74491	CDH18
ENSG00000154162	5	21740782	22863731	3964	184	361194	1.3246	0.092653	CDH12
ENSG00000164256	5	23497264	23538706	108	29	361194	0.40294	0.3435	PRDM9
ENSG00000248874	5	23941457	24188372	978	48	361194	0.18229	0.42768	C5orf17
ENSG00000040731	5	24477209	24655087	833	64	361194	1.5429	0.061426	CDH10
ENSG00000113100	5	26870709	27131257	788	111	361194	0.20398	0.41918	CDH9
ENSG00000113361	5	31183857	31339253	492	79	361194	1.0067	0.15704	CDH6
ENSG00000113360	5	31390604	31542303	541	61	361194	-0.93849	0.826	DROSHA
ENSG00000082213	5	31522373	31565165	191	37	361194	-2.1167	0.98286	C5orf22
ENSG00000133401	5	31629517	32121037	2188	282	361193	3.0081	0.0013143	PDZD2
ENSG00000113384	5	32114810	32184456	231	35	361194	0.39203	0.34752	GOLPH3
ENSG00000150712	5	32217100	32323115	430	29	361194	1.0124	0.15567	MTMR12
ENSG00000056097	5	32344456	32454867	360	33	361194	0.6552	0.25617	ZFR
ENSG00000113387	5	32521739	32614185	357	46	361194	0.80457	0.21053	SUB1
ENSG00000113389	5	32679176	32801819	492	56	361194	0.88625	0.18774	NPR3
ENSG00000181495	5	32778945	32801819	82	25	361194	1.8157	0.034712	AC026703.1
ENSG00000113407	5	33430802	33479644	224	34	361194	0.38969	0.34838	TARS
ENSG00000151388	5	33513640	33902297	1298	113	361194	0.048605	0.48062	ADAMTS12
ENSG00000182631	5	33926491	33949023	80	19	361194	0.7472	0.22747	RXFP3
ENSG00000164175	5	33934721	33994835	129	39	361194	0.70033	0.24186	SLC45A2
ENSG00000242110	5	33976283	34018220	108	19	361194	1.1833	0.11834	AMACR
ENSG00000273294	5	33977279	34134633	360	49	361194	1.9299	0.026812	RP11-1084J3.4
ENSG00000082196	5	34009553	34053937	137	20	361194	1.3713	0.085142	C1QTNF3
ENSG00000039560	5	34646342	34842732	837	95	361194	0.16313	0.43521	RAI14
ENSG00000205838	5	34828938	34909561	328	46	361194	0.2368	0.40641	TTC23L
ENSG00000113456	5	34895369	34929094	103	26	361194	1.3567	0.087438	RAD1
ENSG00000113460	5	34905481	34936101	83	20	361194	1.1735	0.12029	BRIX1
ENSG00000168724	5	34919698	34969069	151	33	361194	-0.34	0.63307	DNAJC21
ENSG00000113492	5	34988206	35058198	297	34	361194	0.085901	0.46577	AGXT2
ENSG00000113494	5	35038861	35240794	800	61	361194	0.89696	0.18487	PRLR
ENSG00000269027	5	35041012	35061198	75	23	361193	-0.82753	0.79603	AC010368.2
ENSG00000152582	5	35607946	35824713	736	69	361194	1.0542	0.1459	SPEF2
ENSG00000168685	5	35842797	35889705	200	30	361194	1.7638	0.038879	IL7R
ENSG00000152611	5	35894397	35948881	257	34	361194	0.72701	0.23361	CAPSL
ENSG00000145626	5	35941112	36011130	220	47	361194	0.84512	0.19902	UGT3A1
ENSG00000168671	5	36025119	36081460	219	37	361194	1.1952	0.11601	UGT3A2
ENSG00000164187	5	36088514	36162063	169	41	361194	0.65897	0.25496	LMBRD2
ENSG00000145604	5	36142091	36194421	155	42	361194	-0.36967	0.64418	SKP2
ENSG00000152620	5	36182694	36252381	164	30	361194	0.044428	0.48228	NADK2
ENSG00000164188	5	36238536	36312216	207	45	361194	0.28204	0.38896	RANBP3L
ENSG00000079215	5	36596457	36698436	320	69	361194	4.3762	6.0384e-06	SLC1A3
ENSG00000164190	5	36866861	37076515	584	53	361194	-1.1512	0.87518	NIPBL
ENSG00000197603	5	37096330	37259530	459	46	361194	-1.3678	0.91431	C5orf42
ENSG00000113569	5	37278239	37381283	390	34	361194	0.24154	0.40457	NUP155
ENSG00000082068	5	37369314	37763537	1236	54	361194	0.72367	0.23463	WDR70
ENSG00000168621	5	37802779	37849788	210	44	361194	0.78273	0.21689	GDNF
ENSG00000164318	5	38248511	38475123	833	71	361193	0.77396	0.21948	EGFLAM
ENSG00000113594	5	38465065	38618456	353	45	361194	0.55154	0.29063	LIFR
ENSG00000145623	5	38835960	38955698	477	61	361194	1.7461	0.040398	OSMR
ENSG00000164327	5	38928021	39084510	526	41	361194	0.86046	0.19477	RICTOR
ENSG00000082074	5	39095338	39284630	767	72	361194	2.452	0.0071023	FYB
ENSG00000269215	5	39095358	39117350	70	27	361194	1.9209	0.027374	AC008964.1
ENSG00000113600	5	39274364	39434970	721	69	361194	7.7745	3.7881e-15	C9
ENSG00000153071	5	39361780	39472402	468	63	361194	8.5221	7.8374e-18	DAB2
ENSG00000171522	5	40669600	40703837	99	24	361193	0.013445	0.49464	PTGER4
ENSG00000113638	5	40704577	40766077	161	34	361194	0.44924	0.32663	TTC33
ENSG00000132356	5	40749481	40808476	166	37	361194	1.0694	0.14244	PRKAA1
ENSG00000145592	5	40815364	40845437	111	35	361194	0.061131	0.47563	RPL37
ENSG00000132357	5	40831286	40870275	142	29	361194	-0.04229	0.51687	CARD6
ENSG00000112936	5	40899354	40993041	457	50	361194	0.18939	0.42489	C7
ENSG00000171495	5	40988119	41081444	448	49	361194	1.3439	0.089486	MROH2B
ENSG00000039537	5	41132336	41271540	545	45	361194	1.9566	0.025199	C6
ENSG00000182836	5	41297056	41520730	735	70	361194	3.7358	9.3552e-05	PLCXD3
ENSG00000083720	5	41720167	41880621	414	35	361194	5.5445	1.4742e-08	OXCT1
ENSG00000205765	5	41894290	41931738	91	23	361194	2.6068	0.0045691	C5orf51
ENSG00000151876	5	41915356	41951845	96	20	361194	2.2583	0.011965	FBXO4
ENSG00000112964	5	42413879	42731979	1057	64	361194	6.8166	4.6605e-12	GHR
ENSG00000198865	5	42746903	42812462	249	28	361194	2.0432	0.020515	CCDC152
ENSG00000250722	5	42789982	42897494	432	44	361194	4.3086	8.2163e-06	SEPP1
ENSG00000177721	5	43029335	43053272	75	18	361194	0.83928	0.20066	ANXA2R
ENSG00000172262	5	43055278	43202123	643	39	361194	1.5236	0.063809	ZNF131
ENSG00000177453	5	43182173	43290952	467	66	361194	1.8	0.035933	NIM1K
ENSG00000112972	5	43279497	43323614	102	29	361194	1.391	0.082106	HMGCS1
ENSG00000151882	5	43366747	43422493	244	29	361194	0.13892	0.44476	CCL28
ENSG00000151881	5	43434354	43493995	205	38	361194	1.0761	0.14094	C5orf28
ENSG00000172244	5	43476803	43525247	196	31	361194	0.85907	0.19515	C5orf34
ENSG00000172239	5	43516369	43567860	195	28	361194	0.84161	0.2	PAIP1
ENSG00000112992	5	43592794	43717507	536	29	361194	0.28075	0.38945	NNT
ENSG00000070193	5	44293646	44399808	295	41	361194	0.95594	0.16955	FGF10
ENSG00000112996	5	44799027	44830530	100	10	361194	0.0016383	0.49935	MRPS30
ENSG00000164588	5	45249349	45706253	1067	65	361194	2.0586	0.019768	HCN1
ENSG00000170571	5	49682026	49749082	234	24	361194	0.74307	0.22872	EMB
ENSG00000151883	5	49951733	50152356	488	48	361194	0.27049	0.39339	PARP8
ENSG00000016082	5	50668921	50700564	97	22	361194	6.5614	2.6647e-11	ISL1
ENSG00000248789	5	51293865	51386821	380	34	361194	0.48828	0.31268	CTD-2203A3.1
ENSG00000213949	5	52073730	52265040	806	99	361194	4.3869	5.7476e-06	ITGA1
ENSG00000152684	5	52073774	52109880	149	17	361194	1.0875	0.13841	PELO
ENSG00000164171	5	52275156	52400609	613	43	361194	2.8874	0.001942	ITGA2
ENSG00000164172	5	52381509	52415893	187	18	361194	1.6202	0.052599	MOCS2
ENSG00000134363	5	52766239	52792964	139	31	361194	0.91333	0.18054	FST
ENSG00000164258	5	52846463	52989168	614	39	361194	1.0225	0.15328	NDUFS4
ENSG00000185305	5	53169775	53616412	1928	139	361194	0.40568	0.34249	ARL15
ENSG00000169271	5	53741445	53762207	84	37	361193	-0.32689	0.62812	HSPB3
ENSG00000178996	5	53803589	53852415	239	41	361194	0.39346	0.34699	SNX18
ENSG00000249016	5	54242063	54263674	118	25	361193	-0.35716	0.63951	RP11-45H22.3
ENSG00000164283	5	54263692	54328499	335	41	361194	-0.029304	0.51169	ESM1
ENSG00000113088	5	54310081	54340398	120	26	361194	0.70575	0.24017	GZMK
ENSG00000145649	5	54388476	54416080	67	22	361194	2.9523	0.0015769	GZMA
ENSG00000164287	5	54398799	54479005	199	31	361194	3.3123	0.00046272	CDC20B
ENSG00000164294	5	54445946	54472899	57	9	361194	3.5122	0.00022218	GPX8
ENSG00000234602	5	54505442	54533143	73	22	361194	5.2108	9.4021e-08	MCIDAS
ENSG00000152669	5	54516980	54539508	66	20	361194	4.7322	1.1106e-06	CCNO
ENSG00000067248	5	54542073	54613550	209	35	361194	4.8283	6.8846e-07	DHX29
ENSG00000039123	5	54593588	54731409	434	34	361194	6.0784	6.0709e-10	SKIV2L2
ENSG00000067113	5	54710682	54840878	278	44	361194	4.7939	8.1791e-07	PPAP2A
ENSG00000177058	5	54911673	55079022	650	42	361194	4.0624	2.429e-05	SLC38A9
ENSG00000152670	5	55023845	55122985	403	38	361194	1.2637	0.10317	DDX4
ENSG00000164509	5	55137207	55228678	326	53	361194	1.5244	0.063706	IL31RA
ENSG00000268280	5	55214468	55234569	82	34	361194	1.8747	0.030419	AC008914.1
ENSG00000134352	5	55220923	55300821	291	36	361194	1.955	0.025292	IL6ST
ENSG00000164512	5	55385507	55539186	667	68	361194	1.4517	0.073298	ANKRD55
ENSG00000248727	5	55743622	55787773	289	39	361194	-0.019704	0.50786	CTC-236F12.4
ENSG00000225940	5	55797394	55912059	595	83	361194	1.6189	0.05274	AC022431.2
ENSG00000095015	5	56101401	56201979	256	39	361194	1.5288	0.063151	MAP3K1
ENSG00000155542	5	56195087	56231359	103	19	361194	1.9335	0.026589	SETD9
ENSG00000155545	5	56205429	56277502	275	28	361194	2.1645	0.015213	MIER3
ENSG00000062194	5	56459775	56570506	357	59	361194	-0.15164	0.56026	GPBP1
ENSG00000169067	5	56765846	56788636	97	21	361194	-1.043	0.85153	ACTBL2
ENSG00000145632	5	57739809	57766087	147	23	361194	0.24995	0.40131	PLK2
ENSG00000175857	5	57777262	57802917	108	18	361194	-1.5166	0.93532	GAPT
ENSG00000250127	5	57827394	57864070	152	27	361194	0.1054	0.45803	CTD-2117L12.1
ENSG00000152932	5	57868048	58165213	1023	103	361194	0.18916	0.42498	RAB3C
ENSG00000113448	5	58254865	59827947	5632	246	361194	1.0077	0.15681	PDE4D
ENSG00000224838	5	59716565	59736939	109	14	361194	0.88977	0.18679	FKSG52
ENSG00000035499	5	59882739	60006017	323	35	361194	0.89545	0.18527	DEPDC1B
ENSG00000164181	5	60037618	60150216	383	40	361194	0.46666	0.32037	ELOVL7
ENSG00000049167	5	60159658	60250900	316	39	361194	1.4558	0.072718	ERCC8
ENSG00000164182	5	60230956	60458853	656	47	361194	1.8197	0.034401	NDUFAF2
ENSG00000269267	5	60401538	60421762	68	22	361194	0.94688	0.17185	AC008498.1
ENSG00000188725	5	60443536	60468301	57	19	361194	0.54345	0.29341	SMIM15
ENSG00000130449	5	60618100	60851997	645	44	361194	2.2757	0.011433	ZSWIM6
ENSG00000178722	5	60923535	61057590	575	58	361194	2.5299	0.0057052	C5orf64
ENSG00000068796	5	61591989	61843076	742	60	361194	1.1023	0.13516	KIF2A
ENSG00000086189	5	61673081	61709766	139	23	361194	0.1722	0.43164	DIMT1
ENSG00000086200	5	61689799	61934409	630	59	361194	1.3415	0.08988	IPO11
ENSG00000268942	5	61798070	61818309	48	20	361194	0.15862	0.43698	CKS1B
ENSG00000186105	5	61864562	61887275	42	16	361194	0.42478	0.3355	LRRC70
ENSG00000178394	5	63246183	63268334	66	25	361194	1.2856	0.099299	HTR1A
ENSG00000164197	5	63451671	63678696	672	45	361194	-1.2577	0.89574	RNF180
ENSG00000186479	5	63792084	63918139	415	62	361194	-0.69259	0.75572	RGS7BP
ENSG00000145642	5	63976135	64023917	140	26	361194	0.1659	0.43412	FAM159B
ENSG00000153006	5	64003971	64074512	204	37	361194	0.066528	0.47348	SREK1IP1
ENSG00000153015	5	64054757	64324590	912	40	361194	0.91824	0.17925	CWC27
ENSG00000049192	5	64434563	64787747	1104	65	361194	2.2702	0.011599	ADAMTS6
ENSG00000123219	5	64803593	64868998	235	25	361194	2.9198	0.0017511	CENPK
ENSG00000113593	5	64849063	64893376	111	22	361194	1.5247	0.063667	PPWD1
ENSG00000113595	5	64875507	64931802	161	28	361194	1.8899	0.029386	TRIM23
ENSG00000113597	5	64910543	64972060	193	33	361194	1.7921	0.036559	TRAPPC13
ENSG00000253251	5	64910592	64936718	85	21	361194	1.8887	0.029466	CTC-534A2.2
ENSG00000197860	5	64951755	65028862	215	35	361194	1.1826	0.11848	SGTB
ENSG00000123213	5	65008023	65177553	626	73	361194	0.25323	0.40005	NLN
ENSG00000112851	5	65212303	65388377	344	74	361194	-0.44982	0.67358	ERBB2IP
ENSG00000153914	5	65425799	65489443	217	36	361194	-1.2037	0.88564	SREK1
ENSG00000069020	5	65882176	66475423	2398	157	361194	2.5068	0.006092	MAST4
ENSG00000134061	5	66468103	66502627	172	28	361194	0.70135	0.24154	CD180
ENSG00000253787	5	67475704	67504235	169	44	361194	0.8683	0.19261	RP11-404L6.2
ENSG00000145675	5	67501548	67607649	417	74	361194	2.3648	0.0090193	PIK3R1
ENSG00000145740	5	68379473	68436896	185	25	361193	-0.91032	0.81867	SLC30A5
ENSG00000134057	5	68452837	68484072	123	15	361193	-0.47603	0.68297	CCNB1
ENSG00000153044	5	68475375	68516184	132	18	361194	0.033761	0.48653	CENPH
ENSG00000134056	5	68503587	68535956	107	16	361194	0.11978	0.45233	MRPS36
ENSG00000134058	5	68520668	68583250	208	24	361194	0.63308	0.26334	CDK7
ENSG00000183323	5	68566002	68638636	230	26	361194	0.73528	0.23109	CCDC125
ENSG00000085231	5	68636811	68675840	91	20	361194	-0.17666	0.57011	TAF9
ENSG00000152942	5	68655120	68720628	166	20	361194	0.13518	0.44623	RAD17
ENSG00000152939	5	68700939	68750157	116	11	361194	-1.2387	0.89228	MARVELD2
ENSG00000197822	5	68778119	68863931	96	39	361194	3.267	0.00054342	OCLN
ENSG00000183474	5	68846035	68900550	13	6	361192	0.51884	0.30193	GTF2H2C
ENSG00000205571	5	69335350	69384349	1	1	361194	-0.45877	0.6768	SMN2
ENSG00000172058	5	70186492	70224357	3	2	361193	1.1467	0.12576	SERF1A
ENSG00000172062	5	70210768	70259769	4	2	361194	0.12966	0.44842	SMN1
ENSG00000249437	5	70254310	70330941	15	9	361193	0.99334	0.16027	NAIP
ENSG00000145736	5	70320784	70373516	10	3	361190	1.4763	0.069938	GTF2H2
ENSG00000145734	5	70741442	70873649	391	16	361194	2.6114	0.0045089	BDP1
ENSG00000131844	5	70873115	70964531	233	24	361194	2.85	0.0021857	MCCC2
ENSG00000164326	5	71004990	71026875	99	19	361193	1.8473	0.032353	CARTPT
ENSG00000131711	5	71393061	71515395	385	79	361194	2.2991	0.010748	MAP1B
ENSG00000113048	5	71505236	71626473	306	33	361194	-1.2961	0.90252	MRPS27
ENSG00000049883	5	71606194	71666052	108	28	361194	-0.97607	0.83549	PTCD2
ENSG00000178175	5	71728479	71813554	316	43	361194	4.4749	3.8216e-06	ZNF366
ENSG00000083312	5	72102139	72222560	267	36	361194	1.8507	0.032109	TNPO1
ENSG00000157107	5	72241808	72396349	411	33	361194	1.6125	0.053426	FCHO2
ENSG00000157111	5	72406119	72437644	102	24	361193	2.5088	0.0060577	TMEM171
ENSG00000164325	5	72459022	72480970	61	19	361194	1.0046	0.15755	TMEM174
ENSG00000251493	5	72730654	72754352	80	15	361194	1.183	0.1184	FOXD1
ENSG00000145741	5	72784233	72811460	123	10	361194	0.60764	0.27171	BTF3
ENSG00000164331	5	72838160	72871511	117	18	361194	1.2056	0.11399	ANKRA2
ENSG00000164338	5	72851268	72887794	115	16	361194	0.92607	0.1772	UTP15
ENSG00000268217	5	72884203	72906845	62	14	361194	1.2456	0.10646	AC008387.1
ENSG00000214944	5	72911983	73247818	1307	97	361194	1.4737	0.070278	ARHGEF28
ENSG00000171617	5	73913234	73947249	78	10	361194	0.46723	0.32017	ENC1
ENSG00000049860	5	73925848	74028472	303	42	361194	0.49267	0.31112	HEXB
ENSG00000164347	5	74007029	74073196	192	20	361194	0.36636	0.35705	GFM2
ENSG00000164346	5	74052817	74082737	76	11	361194	0.13095	0.44791	NSA2
ENSG00000198780	5	74063399	74172776	305	19	361194	-0.36668	0.64307	FAM169A
ENSG00000176928	5	74313289	74336724	108	23	361194	-1.2906	0.90157	GCNT4
ENSG00000145700	5	74354100	74542703	796	27	361194	0.81479	0.2076	ANKRD31
ENSG00000113161	5	74622154	74667929	159	29	361194	2.0423	0.020561	HMGCR
ENSG00000113163	5	74654311	74817963	484	41	361194	2.3851	0.0085378	COL4A3BP
ENSG00000122008	5	74797581	74906969	284	32	361194	2.1034	0.017718	POLK
ENSG00000189045	5	74897284	74977671	286	33	361194	2.5127	0.0059898	ANKDD1B
ENSG00000152359	5	74959949	75023313	337	25	361194	2.3611	0.0091099	POC5
ENSG00000122012	5	75368997	75659764	1331	108	361194	-0.6537	0.74335	SV2C
ENSG00000145703	5	75689074	76013957	1153	117	361194	0.2553	0.39925	IQGAP2
ENSG00000164220	5	75901307	75929259	132	36	361194	1.74	0.040931	F2RL2
ENSG00000181104	5	76001868	76041606	163	38	361194	-0.8639	0.80618	F2R
ENSG00000164251	5	76104758	76141140	106	35	361194	-1.7308	0.95826	F2RL1
ENSG00000171643	5	76135826	76227475	292	54	361194	1.1375	0.12767	S100Z
ENSG00000145708	5	76238538	76286983	172	29	361194	-0.63239	0.73643	CRHBP
ENSG00000164252	5	76315076	76371059	203	33	361194	1.5203	0.064218	AGGF1
ENSG00000132846	5	76357897	76393148	141	32	361193	0.3908	0.34797	ZBED3
ENSG00000113231	5	76496274	76735632	962	86	361194	0.93276	0.17547	PDE8B
ENSG00000164253	5	76711795	76926436	1153	55	361194	-0.76874	0.77897	WDR41
ENSG00000171540	5	76914538	76945513	104	18	361194	1.3892	0.082378	OTP
ENSG00000171530	5	76976991	77174604	971	58	361194	1.0363	0.15003	TBCA
ENSG00000132842	5	77286349	77600579	1197	49	361194	0.27334	0.39229	AP3B1
ENSG00000085365	5	77646339	77786562	509	32	361194	0.43972	0.33007	SCAMP1
ENSG00000145685	5	77771038	78075844	904	87	361194	1.3256	0.092489	LHFPL2
ENSG00000113273	5	78063032	78291910	1016	68	361194	3.1532	0.00080738	ARSB
ENSG00000132837	5	78283438	78541861	927	62	361194	1.4515	0.073315	DMGDH
ENSG00000132840	5	78355540	78395289	105	30	361194	-1.3478	0.91114	BHMT2
ENSG00000145692	5	78397602	78438108	162	24	361194	1.6419	0.0503	BHMT
ENSG00000268012	5	78513714	78533911	69	15	361194	2.275	0.011452	AC016559.1
ENSG00000152409	5	78522012	78633038	336	34	361194	1.5855	0.056429	JMY
ENSG00000152413	5	78658459	78820040	657	54	361194	1.3496	0.08857	HOMER1
ENSG00000164329	5	78897943	78992471	377	21	361194	-0.11837	0.54711	PAPD4
ENSG00000164309	5	78975700	79106063	572	71	361193	1.9752	0.024125	CMYA5
ENSG00000177034	5	79265584	79297082	63	23	361193	2.3605	0.0091242	MTX3
ENSG00000113296	5	79277134	79389110	348	39	361194	2.2574	0.011991	THBS4
ENSG00000164300	5	79397050	79561898	817	83	361194	0.2457	0.40296	SERINC5
ENSG00000164299	5	79605444	79627661	116	23	361194	2.3076	0.010511	SPZ1
ENSG00000039319	5	79693832	79785169	230	53	361194	0.63988	0.26112	ZFYVE16
ENSG00000152380	5	79773788	79848382	238	53	361194	0.63117	0.26396	FAM151B
ENSG00000189127	5	79842574	79876307	122	35	361194	1.6824	0.046246	ANKRD34B
ENSG00000228716	5	79912047	79960802	383	18	361194	0.66941	0.25162	DHFR
ENSG00000271043	5	79935819	79956855	161	10	361194	0.72844	0.23317	MTRNR2L2
ENSG00000113318	5	79940467	80182279	959	55	361194	1.1239	0.13053	MSH3
ENSG00000113319	5	80246491	80535975	1246	129	361194	5.3405	4.6356e-08	RASGRF2
ENSG00000131730	5	80519104	80572216	196	27	361194	-0.22408	0.58865	CKMT2
ENSG00000131732	5	80587409	80619116	132	22	361194	-0.10126	0.54033	ZCCHC9
ENSG00000172497	5	80615824	80699998	388	57	361194	-0.36428	0.64218	ACOT12
ENSG00000145687	5	80698840	81057616	1162	64	361194	2.1697	0.015016	SSBP2
ENSG00000152348	5	81257844	81582676	873	66	361194	0.89795	0.18461	ATG10
ENSG00000186468	5	81559177	81584396	92	32	361194	0.93288	0.17544	RPS23
ENSG00000205464	5	81565281	81692796	342	55	361194	0.51862	0.30201	ATP6AP1L
ENSG00000174695	5	82338665	82383682	172	20	361194	3.8996	4.8185e-05	TMEM167A
ENSG00000152422	5	82363317	82659606	1104	49	361194	4.6274	1.8517e-06	XRCC4
ENSG00000038427	5	82757284	82888122	509	88	361194	3.8951	4.9074e-05	VCAN
ENSG00000145681	5	82923624	83027432	397	62	361193	1.4392	0.075051	HAPLN1
ENSG00000164176	5	83226373	83690611	1368	148	361194	-0.36766	0.64344	EDIL3
ENSG00000127184	5	85903721	85926779	48	24	361194	-1.23	0.89065	COX7C
ENSG00000233828	5	86502423	86544822	120	31	361194	-0.0013287	0.50053	AC008394.1
ENSG00000145715	5	86553705	86697748	396	41	361194	-1.0273	0.84786	RASA1
ENSG00000134480	5	86677311	86718836	109	25	361194	-2.0575	0.98018	CCNH
ENSG00000164180	5	87475450	87575293	203	61	361194	1.2404	0.10741	TMEM161B
ENSG00000081189	5	88003975	88209922	509	79	361194	1.8697	0.030761	MEF2C
ENSG00000153140	5	89678078	89715603	72	26	361194	0.97501	0.16478	CETN3
ENSG00000176055	5	89744020	89780585	93	22	361194	1.8886	0.029475	MBLAC2
ENSG00000113356	5	89757565	89820370	166	41	361194	0.75859	0.22405	POLR3G
ENSG00000176018	5	89801428	89835401	106	21	361194	-0.5626	0.71315	LYSMD3
ENSG00000164199	5	89815161	90470038	2266	119	361194	-0.069893	0.52786	GPR98
ENSG00000113369	5	90654541	90689176	88	17	361194	1.7227	0.042469	ARRDC3
ENSG00000175745	5	92909043	92940321	71	28	361194	-0.24783	0.59787	NR2F1
ENSG00000113391	5	92943775	93457404	1203	58	361194	1.226	0.1101	FAM172A
ENSG00000248483	5	93060508	93087343	69	22	361194	1.2701	0.10202	POU5F2
ENSG00000185261	5	93478671	93964309	1240	133	361194	-0.5393	0.70516	KIAA0825
ENSG00000133302	5	93944052	94085141	538	32	361194	-0.51345	0.69618	ANKRD32
ENSG00000175471	5	94029446	94630279	2083	182	361194	0.01576	0.49371	MCTP1
ENSG00000153347	5	94717048	94796158	373	49	361194	1.2149	0.11221	FAM81B
ENSG00000198677	5	94789599	94900711	392	33	361194	0.4649	0.321	TTC37
ENSG00000164291	5	94880778	94950768	246	39	361194	0.17804	0.42935	ARSK
ENSG00000178015	5	94945782	94967846	78	31	361194	1.1624	0.12254	GPR150
ENSG00000175449	5	94972458	95030477	209	38	361194	1.8244	0.034045	RFESD
ENSG00000145757	5	94977885	95044415	253	39	361194	1.7815	0.037418	SPATA9
ENSG00000164292	5	95039226	95170087	472	78	361194	1.9761	0.024071	RHOBTB3
ENSG00000173221	5	95077023	95168709	318	52	361194	1.6565	0.048805	GLRX
ENSG00000236882	5	95177936	95205837	126	26	361194	0.39409	0.34676	C5orf27
ENSG00000118985	5	95210802	95307775	403	24	361194	2.385	0.0085404	ELL2
ENSG00000175426	5	95716119	95779847	194	37	361194	4.2569	1.0364e-05	PCSK1
ENSG00000153113	5	95850971	96125299	1216	100	361194	1.8492	0.032214	CAST
ENSG00000164307	5	96086521	96153803	382	33	361194	0.99997	0.15866	ERAP1
ENSG00000247121	5	96139731	96281513	780	45	361194	2.9074	0.0018223	CTD-2260A17.2
ENSG00000164308	5	96201643	96265420	371	31	361194	2.1934	0.014138	ERAP2
ENSG00000113441	5	96261098	96383219	497	41	361194	2.4426	0.0072904	LNPEP
ENSG00000251606	5	96414779	96529354	373	64	361194	1.6344	0.051085	CTD-2215E18.1
