	SYMBOL	P	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT
1808	EPRS	0.0008043	1	219968600	220046658	451	37	117241	3.1543
1809	BPNT1	0.070767	1	220057482	220089927	189	42	117241	1.4701
1810	IARS2	0.20189	1	220094113	220148041	307	30	117241	0.83489
1811	RAB3GAP2	0.10071	1	220148268	220272501	621	46	117241	1.2775
1812	MARK1	0.2961	1	220528183	220664457	646	59	117241	0.53564
1813	C1orf115	0.43532	1	220690286	220699157	100	19	117241	0.16285
1814	MARC2	0.7575	1	220747502	220784815	180	29	117241	-0.6983
1815	MARC1	0.52555	1	220786697	220814399	119	19	117241	-0.064094
1816	LOC105373280	0.91592	1	220875193	220879330	175	16	117241	-1.3781
1817	HLX	0.94448	1	220879401	220885059	184	17	117241	-1.5936
1818	DUSP10	0.48415	1	221701420	221742176	384	23	117241	0.039745
1819	HHIPL2	0.30929	1	222522260	222548102	185	24	117241	0.49786
1820	TAF1A	0.43433	1	222557902	222590096	238	38	117241	0.16536
1821	MIA3	0.85776	1	222618102	222668012	288	27	117241	-1.0703
1822	AIDA	0.91866	1	222668013	222712901	253	23	117241	-1.3961
1823	BROX	0.95762	1	222712553	222735196	215	31	117241	-1.7237
1824	FAM177B	0.92344	1	222737216	222753727	134	23	117241	-1.4286
1825	DISP1	0.58806	1	222814514	223005995	727	65	117241	-0.22255
1826	TLR5	0.17033	1	223109404	223143282	232	37	117241	0.95288
1827	SUSD4	0.040847	1	223220819	223364202	733	46	117241	1.7409
1828	CCDC185	0.35558	1	223393373	223395470	56	8	117241	0.37029
1829	CAPN2	0.56007	1	223701593	223776018	161	38	117241	-0.15114
1830	TP53BP2	0.65124	1	223779893	223845981	333	34	117241	-0.38867
1831	LOC105369195	0.034061	1	223951266	223983034	186	30	117241	1.8242
1832	FBXO28	0.79306	1	224114087	224162047	123	5	117241	-0.81709
1833	DEGS1	0.8843	1	224183208	224193441	72	8	117241	-1.1968
1834	NVL	0.38914	1	224227334	224330201	674	31	117241	0.28157
1835	CNIH4	0.13095	1	224356811	224379452	177	31	117241	1.1219
1836	WDR26	0.065785	1	224385143	224434299	271	33	117241	1.5079
1837	CNIH3	8.2386e-10	1	224434790	224740567	1051	58	117241	6.0292
1838	DNAH14	0.095961	1	224929595	225399294	2110	46	117241	1.3049
1839	LBR	0.13544	1	225401502	225428855	198	15	117241	1.1011
1840	ENAH	0.0090847	1	225486832	225661676	865	60	117241	2.3621
1841	SRP9	0.23711	1	225777813	225790466	107	16	117241	0.71563
1842	EPHX1	0.1241	1	225810074	225845563	164	32	117241	1.1548
1843	TMEM63A	0.086534	1	225840570	225882720	240	48	117241	1.3624
1844	LEFTY1	0.035796	1	225886282	225889146	118	22	117241	1.8017
1845	PYCR2	0.043303	1	225919877	225924340	85	24	117241	1.7136
1846	LEFTY2	0.017659	1	225936598	225941383	118	27	117241	2.1047
1847	SDE2	0.21339	1	225982702	225999365	195	27	117241	0.79471
1848	H3F3A	0.50241	1	226062707	226072002	150	21	117241	-0.0060505
1849	ACBD3	0.27857	1	226144679	226186722	183	47	117241	0.5871
1850	MIXL1	0.7891	1	226223549	226227056	83	16	117241	-0.80332
1851	LIN9	0.10416	1	226231149	226310099	369	42	117241	1.2582
1852	PARP1	0.012366	1	226360691	226408100	223	37	117241	2.2455
1853	C1orf95	0.18878	1	226548248	226609214	335	24	117241	0.88239
1854	ITPKB	0.27236	1	226631690	226739327	506	49	117241	0.60569
1855	PSEN2	0.21324	1	226870572	226896103	98	22	117241	0.79524
1856	ADCK3	0.0002543	1	226940237	226987545	166	38	117241	3.4762
1857	LOC105379282	0.00023556	1	226971537	226977442	82	30	117241	3.4967
1858	CDC42BPA	0.00027219	1	226989858	227318492	1470	68	117241	3.4579
1859	ZNF678	4.018e-07	1	227563519	227677443	593	47	117241	4.9345
1860	JMJD4	1.3642e-08	1	227731189	227735499	104	13	117241	5.558
1861	SNAP47	9.1003e-10	1	227734996	227781231	248	28	117241	6.0131
1862	LOC105373289	9.1274e-10	1	227786481	227790651	72	14	117241	6.0126
1863	PRSS38	9.2801e-11	1	227815692	227860439	219	28	117241	6.3728
1864	WNT9A	8.4259e-08	1	227918658	227947975	173	36	117241	5.2311
1865	LOC101060022	7.1688e-09	1	227969793	227971378	82	22	117241	5.6693
1866	WNT3A	1.8514e-07	1	228007022	228066711	300	44	117241	5.0836
1867	LOC100506571	0.0065368	1	228073909	228078006	78	17	117241	2.4818
1868	ARF1	0.00020663	1	228082660	228099212	160	33	117241	3.5315
1869	C1orf35	3.1531e-05	1	228100727	228105411	121	31	117241	4.001
1870	MRPL55	0.00040564	1	228106679	228110953	126	25	117241	3.3489
1871	GUK1	0.00094657	1	228139643	228148955	117	11	117241	3.1065
1872	GJC2	0.0011573	1	228149714	228159826	153	9	117241	3.0466
1873	IBA57	0.00077344	1	228165728	228197905	254	18	117241	3.1657
1874	OBSCN	0.01321	1	228208072	228378876	481	48	117241	2.22
1875	LOC101927401	0.28731	1	228360910	228368332	69	15	117241	0.56127
1876	TRIM11	0.3891	1	228393672	228406877	143	16	117241	0.28166
1877	TRIM17	0.74068	1	228407935	228416882	143	12	117241	-0.64546
1878	HIST3H3	0.2725	1	228424845	228425325	104	12	117241	0.60528
1879	HIST3H2A	0.037105	1	228457364	228457859	93	21	117241	1.7853
1880	HIST3H2BB	0.033351	1	228458107	228458558	91	21	117241	1.8337
1881	RNF187	0.2795	1	228487367	228496188	107	22	117241	0.58432
1882	BTNL10	0.23665	1	228508027	228514017	103	17	117241	0.71712
1883	RHOU	0.27486	1	228644647	228746669	473	41	117241	0.59816
1884	LOC105373132	0.29857	1	228647614	228650007	50	13	117241	0.52852
1885	RAB4A	0.70185	1	229271062	229305894	283	32	117241	-0.52972
1886	SPHAR	0.55925	1	229304382	229305504	121	19	117241	-0.14907
1887	CCSAP	0.81257	1	229321005	229342941	154	26	117241	-0.88741
1888	ACTA1	0.64573	1	229431245	229434096	63	12	117241	-0.37383
1889	NUP133	0.38487	1	229441297	229508341	259	41	117241	0.29272
1890	ABCB10	0.11424	1	229516582	229558695	321	55	117241	1.2043
1891	TAF5L	0.33985	1	229593111	229626047	213	25	117241	0.41288
1892	URB2	0.28124	1	229626205	229660887	208	21	117241	0.57916
1893	GALNT2	0.010364	1	230057789	230282130	933	96	117241	2.3129
1894	PGBD5	0.40139	1	230321646	230425928	691	71	117241	0.24974
1895	COG2	0.12288	1	230642456	230693985	341	45	117241	1.1607
1896	AGT	0.027389	1	230702523	230714590	192	27	117241	1.9206
1897	CAPN9	0.013997	1	230747334	230802003	354	55	117241	2.1974
1898	C1orf198	0.0085097	1	230837119	230869589	326	30	117241	2.3863
1899	TTC13	0.59052	1	230906241	230978872	490	65	117241	-0.22888
1900	ARV1	0.41615	1	230979075	231000733	206	40	117241	0.21176
1901	FAM89A	0.16755	1	231018958	231040249	190	39	117241	0.9639
1902	TRIM67	0.68346	1	231162624	231221568	458	65	117241	-0.4774
1903	LOC149373	0.88182	1	231184099	231187627	103	28	117241	-1.1841
1904	C1orf131	0.69917	1	231223763	231241187	178	37	117241	-0.52202
1905	GNPAT	0.72022	1	231241173	231277973	249	44	117241	-0.58348
1906	EXOC8	0.50652	1	231332731	231337872	112	21	117241	-0.01634
1907	SPRTN	0.86135	1	231337936	231370551	196	37	117241	-1.0864
1908	EGLN1	0.68271	1	231363751	231425044	292	32	117241	-0.4753
1909	TSNAX	0.23183	1	231528653	231566524	313	17	117241	0.73282
1910	DISC1	0.62044	1	231626815	232041272	1610	144	117241	-0.30663
1911	SIPA1L2	0.061208	1	232397965	232630696	1214	113	117241	1.5447
1912	MAP10	0.28487	1	232804892	232810346	142	33	117241	0.56842
1913	NTPCR	0.0057505	1	232950536	232978799	237	27	117241	2.5271
1914	PCNXL2	0.0041329	1	232984101	233295713	1583	104	117241	2.641
1915	KIAA1804	0.040187	1	233327743	233385148	343	35	117241	1.7485
1916	KCNK1	0.97603	1	233614004	233672512	433	80	117241	-1.9779
1917	SLC35F3	0.93583	1	233904712	234324518	2355	147	117241	-1.5206
1918	COA6	0.63079	1	234373437	234384049	115	23	117241	-0.33395
1919	TARBP1	0.14518	1	234391313	234479158	569	74	117241	1.0573
1920	IRF2BP2	0.39628	1	234604269	234609525	182	30	117241	0.263
1921	TOMM20	0.54882	1	235109341	235128941	174	33	117241	-0.12269
1922	RBM34	0.17458	1	235131183	235161616	178	41	117241	0.9362
1923	ARID4B	0.013617	1	235166895	235328298	433	54	117241	2.2081
1924	GGPS1	0.00072435	1	235328438	235344532	109	20	117241	3.1848
1925	TBCE	0.00027801	1	235367360	235448968	361	23	117241	3.4522
1926	B3GALNT2	0.0002689	1	235440660	235504481	349	24	117241	3.4612
1927	GNG4	0.021336	1	235547685	235650754	447	38	117241	2.0269
1928	LYST	0.092359	1	235661031	235883708	958	94	117241	1.3264
1929	NID1	0.24144	1	235975830	236065181	339	28	117241	0.70167
1930	GPR137B	0.66684	1	236142502	236208909	347	43	117241	-0.43121
1931	ERO1LB	0.41108	1	236215122	236282039	375	38	117241	0.22476
1932	EDARADD	0.14783	1	236394380	236484708	582	27	117241	1.0458
1933	LGALS8	0.7293	1	236518214	236552981	338	22	117241	-0.61068
1934	HEATR1	0.60761	1	236536173	236604541	481	35	117241	-0.2731
1935	ACTN2	0.57838	1	236686454	236764631	675	20	117241	-0.19775
1936	MTR	0.62495	1	236794304	236903981	862	41	117241	-0.31852
1937	MT1HL1	0.11531	1	237004103	237004418	72	12	117241	1.1988
1938	RYR2	0.061274	1	237042238	237833988	3931	275	117241	1.5442
1939	ZP4	0.11087	1	237877864	237890922	93	27	117241	1.2219
1940	LOC105373226	0.29179	1	239386518	239387227	60	15	117241	0.54817
1941	CHRM3	0.068418	1	239386565	239911462	2312	140	117241	1.4877
1942	FMN2	0.12959	1	240091885	240475189	2461	134	117241	1.1283
1943	GREM2	0.46002	1	240489573	240612272	607	74	117241	0.10038
1944	RGS7	0.44806	1	240775514	241357230	2624	241	117241	0.13056
1945	FH	0.68407	1	241497557	241519785	242	32	117241	-0.47912
1946	KMO	0.00044127	1	241531889	241595647	454	60	117241	3.3255
1947	OPN3	0.0018104	1	241593150	241640399	303	31	117241	2.9094
1948	CHML	0.013922	1	241628864	241635930	122	23	117241	2.1995
1949	WDR64	0.0063357	1	241652278	241802745	666	103	117241	2.4929
1950	EXO1	0.40538	1	241847967	241909165	364	52	117241	0.23944
1951	BECN2	0.4252	1	241957767	241959062	74	12	117241	0.1886
1952	MAP1LC3C	0.47909	1	241995490	242001399	77	14	117241	0.052446
1953	PLD5	0.65086	1	242088387	242530544	2529	163	117241	-0.38764
1954	CEP170	0.77311	1	243124428	243255406	475	29	117241	-0.74913
1955	SDCCAG8	0.14818	1	243255419	243500091	691	50	117241	1.0443
1956	AKT3	0.28584	1	243488233	243851079	1007	75	117241	0.56558
1957	ZBTB18	0.50803	1	244048939	244057476	69	11	117241	-0.020136
1958	C1orf100	0.34534	1	244352069	244389874	320	58	117241	0.39794
1959	ADSS	0.10601	1	244408492	244452134	244	33	117241	1.248
1960	C1orf101	0.0057741	1	244452100	244640362	930	88	117241	2.5257
1961	DESI2	0.57902	1	244653048	244709034	342	23	117241	-0.19938
1962	COX20	0.093411	1	244835337	244845057	92	20	117241	1.32
1963	HNRNPU	0.23515	1	244850300	244864525	111	22	117241	0.72198
1964	EFCAB2	0.34912	1	244969739	245125228	621	84	117241	0.3877
1965	KIF26B	0.25846	1	245154985	245709432	2618	220	117241	0.6481
1966	SMYD3	0.26277	1	245749340	246507342	4767	169	117241	0.63482
1967	LOC105373268	0.45187	1	246194292	246201730	204	25	117241	0.12093
1968	TFB2M	0.12698	1	246540561	246566319	222	38	117241	1.1408
1969	CNST	0.34278	1	246566337	246668587	599	56	117241	0.40488
1970	SCCPDH	0.47054	1	246724076	246768137	268	47	117241	0.073904
1971	KIF28P	0.025442	1	246770907	246839587	488	56	117241	1.9525
1972	AHCTF1	0.002546	1	246839098	246931978	596	44	117241	2.8012
1973	ZNF695	0.0031967	1	246945547	247008093	414	48	117241	2.7269
1974	ZNF670	0.00017258	1	247034638	247078813	209	38	117241	3.5788
1975	ZNF669	0.0079919	1	247099962	247104400	139	19	117241	2.4093
1976	C1orf229	0.011283	1	247110160	247112417	131	17	117241	2.2807
1977	ZNF124	0.010472	1	247121975	247172438	395	35	117241	2.309
1978	VN1R5	0.045142	1	247256072	247257145	137	18	117241	1.6939
1979	ZNF496	0.14353	1	247297413	247333376	269	24	117241	1.0646
1980	NLRP3	0.0068516	1	247415904	247449108	236	31	117241	2.465
1981	OR2B11	0.089758	1	247451029	247451982	87	19	117241	1.3422
1982	OR2W5	0.034819	1	247491068	247492409	104	26	117241	1.8143
1983	GCSAML	0.0078847	1	247507058	247577690	530	72	117241	2.4142
1984	OR2C3	0.079754	1	247530132	247533839	179	44	117241	1.4067
1985	LOC102724446	0.063752	1	247565639	247641191	665	79	117241	1.524
1986	OR2G2	0.21155	1	247588360	247589313	128	33	117241	0.80105
1987	OR2G3	0.16819	1	247605586	247606515	149	37	117241	0.96135
1988	OR13G1	0.31869	1	247672118	247673041	73	24	117241	0.47138
1989	LOC105373274	0.18461	1	247700079	247749120	318	60	117241	0.89794
1990	OR6F1	0.42899	1	247711829	247712755	87	28	117241	0.17894
1991	OR1C1	0.56368	1	247757462	247758406	99	18	117241	-0.16031
1992	OR14A16	0.51188	1	247814800	247834858	289	15	117241	-0.029773
1993	OR11L1	0.60455	1	247840928	247841896	146	15	117241	-0.26515
1994	TRIM58	0.54947	1	247857199	247880138	173	23	117241	-0.12433
1995	OR2W3	0.15501	1	247895587	247896531	75	14	117241	1.0152
1996	OR2T8	0.18095	1	247912253	247923152	164	27	117241	0.91175
1997	OR2L13	0.11276	1	247937029	248100922	1183	69	117241	1.212
1998	OR2L8	0.41943	1	247948858	247949796	141	8	117241	0.20336
1999	OR2AK2	0.44836	1	247965332	247966339	148	8	117241	0.12982
2000	OR2L5	0.093081	1	248021948	248022886	136	19	117241	1.322
2001	OR2L2	0.059364	1	248035510	248039332	147	27	117241	1.5601
2002	OR2L3	0.19554	1	248060682	248061620	149	22	117241	0.85766
2003	OR2M5	0.59622	1	248145148	248146086	84	13	117241	-0.24356
2004	OR2M2	0.49748	1	248179986	248181029	69	14	117241	0.0063169
2005	OR2M3	0.34427	1	248203068	248204006	66	16	117241	0.40083
2006	OR2M4	0.73123	1	248238929	248239864	92	7	117241	-0.61653
2007	OR2T33	0.39118	1	248272852	248273814	82	12	117241	0.27625
2008	OR2T12	0.34738	1	248294616	248295578	58	10	117241	0.3924
2009	OR2M7	0.3208	1	248323630	248324568	57	8	117241	0.46546
2010	OR14C36	0.082832	1	248348775	248349713	142	9	117241	1.3863
2011	OR2T4	0.10176	1	248361581	248362627	110	9	117241	1.2716
2012	OR2T6	0.23369	1	248387609	248388535	49	13	117241	0.72676
2013	OR2T1	0.20657	1	248405995	248407104	70	11	117241	0.81839
2014	LOC105379285	0.002467	1	248445607	248548838	838	17	117241	2.8113
2015	OR2T2	0.0025167	1	248449062	248548832	827	17	117241	2.8049
2016	OR2T3	0.031171	1	248473351	248474307	159	4	117241	1.8639
2017	OR14I1	0.0034316	1	248483422	248698899	959	21	117241	2.7034
2018	OR2T5	0.016554	1	248488589	248489536	120	7	117241	2.1308
2019	OR2G6	0.0010299	1	248521647	248522597	164	10	117241	3.0815
2020	OR2T29	0.022246	1	248558544	248559491	140	9	117241	2.0094
2021	OR2T34	0.051062	1	248573801	248574757	118	8	117241	1.6346
2022	OR2T10	0.025082	1	248592830	248593768	48	9	117241	1.9586
2023	OR2T11	0.10195	1	248626178	248627128	65	3	117241	1.2705
2024	OR2T35	0.10453	1	248638287	248642735	59	3	117241	1.2561
2025	OR2T27	0.36279	1	248649931	248650884	12	3	117241	0.351
2026	LYPD8	0.89629	1	248721230	248755792	26	6	117241	-1.2607
2027	SH3BP5L	0.65115	1	248810446	248825955	118	13	117241	-0.38842
2028	ZNF672	0.61446	1	248838178	248849517	149	9	117241	-0.29095
2029	ZNF692	0.43447	1	248850004	248860798	153	7	117241	0.16499
2030	PGBD2	0.17914	1	248872850	248919146	164	12	117241	0.91863
2031	FAM110C	0.75501	2	38814	47115	78	14	117241	-0.69033
2032	SH3YL1	0.0012177	2	218136	264866	183	22	117241	3.0313
2033	ACP1	0.0013995	2	264140	278283	92	15	117241	2.989
2034	FAM150B	0.00070435	2	279561	288880	79	16	117241	3.1929
2035	LOC101927262	0.0056948	2	286352	294727	82	15	117241	2.5305
2036	LOC100996637	0.47598	2	494739	496631	116	27	117241	0.060249
2037	LOC105373352	0.13298	2	557813	561982	180	24	117241	1.1124
2038	LOC105373353	0.9204	2	635637	646098	251	8	117241	-1.4078
2039	TMEM18	0.027935	2	667973	677439	126	31	117241	1.9121
2040	LOC105373480	0.19692	2	731290	779111	387	19	117241	0.85266
2041	LOC101060391	0.14471	2	949634	954998	129	16	117241	1.0594
2042	SNTG2	0.60367	2	950868	1367645	2577	90	117241	-0.26287
2043	TPO	0.14339	2	1413461	1542727	906	51	117241	1.0652
2044	LOC102723730	0.11217	2	1548525	1556488	178	23	117241	1.215
2045	PXDN	0.015452	2	1631887	1744852	705	81	117241	2.1583
2046	MYT1L	0.22022	2	1789113	2331375	2452	143	117241	0.77143
2047	LOC105373380	0.4763	2	1798741	1811738	197	27	117241	0.059444
2048	TSSC1	0.3892	2	3188970	3377882	1160	52	117241	0.2814
2049	TRAPPC12	0.78986	2	3379672	3479571	624	60	117241	-0.80593
2050	ADI1	0.5769	2	3497919	3519579	294	27	117241	-0.19396
2051	RNASEH1	0.40356	2	3531813	3558371	34	13	117241	0.24413
2052	RPS7	0.42625	2	3575263	3580919	57	18	117241	0.18593
2053	COLEC11	0.7325	2	3594832	3644644	374	51	117241	-0.62039
2054	ALLC	0.48231	2	3658184	3702671	431	53	117241	0.044345
2055	DCDC2C	0.06244	2	3703592	3847411	914	85	117241	1.5346
2056	LOC105373395	0.63042	2	4020896	4025307	107	30	117241	-0.33296
2057	LOC105373397	0.53094	2	4096389	4140262	335	25	117241	-0.077624
2058	SOX11	0.63743	2	5692667	5701385	116	22	117241	-0.35161
2059	LOC105373442	0.72327	2	5696237	5700950	95	17	117241	-0.5926
2060	CMPK2	0.44862	2	6840417	6866635	183	28	117241	0.12914
2061	RSAD2	0.42395	2	6865840	6898232	200	33	117241	0.19179
2062	RNF144A	0.71731	2	6917392	7076197	559	103	117241	-0.57488
2063	ID2	0.088552	2	8681983	8684453	68	20	117241	1.3497
2064	KIDINS220	0.3078	2	8728857	8837625	670	84	117241	0.50209
2065	MBOAT2	0.3776	2	8852690	9003747	507	59	117241	0.3118
2066	ASAP2	0.038037	2	9206765	9405683	881	82	117241	1.7739
2067	ITGB1BP1	0.093178	2	9405684	9423569	158	22	117241	1.3214
2068	CPSF3	0.12535	2	9423537	9473110	279	23	117241	1.1487
2069	IAH1	0.10965	2	9474532	9517208	133	36	117241	1.2284
2070	ADAM17	0.025306	2	9489263	9555788	259	34	117241	1.9548
2071	YWHAQ	1.2517e-05	2	9583967	9631055	210	25	117241	4.2145
2072	LOC101926982	3.3323e-05	2	9649308	9665708	113	15	117241	3.988
2073	TAF1B	0.071542	2	9843442	9934416	540	47	117241	1.4644
2074	GRHL1	0.61951	2	9951663	10002284	397	38	117241	-0.3042
2075	KLF11	0.81789	2	10042985	10054836	205	16	117241	-0.90734
2076	CYS1	0.029171	2	10056799	10080411	288	36	117241	1.8931
2077	RRM2	0.00040315	2	10122568	10131419	209	26	117241	3.3506
2078	C2orf48	8.7024e-09	2	10141382	10211730	530	65	117241	5.636
2079	HPCAL1	0.021293	2	10302889	10427617	856	94	117241	2.0277
2080	ODC1	0.11445	2	10440371	10448554	133	26	117241	1.2032
2081	NOL10	0.70734	2	10570766	10689987	655	102	117241	-0.54563
2082	ATP6V1C2	0.009857	2	10720974	10785110	547	25	117241	2.3317
2083	PDIA6	0.0034307	2	10783391	10837977	291	31	117241	2.7035
2084	KCNF1	0.20626	2	10911937	10914225	160	27	117241	0.81948
2085	C2orf50	0.14563	2	11133053	11154564	216	44	117241	1.0554
2086	PQLC3	0.033187	2	11155372	11178874	212	40	117241	1.8359
2087	ROCK2	0.00053089	2	11179764	11345363	885	89	117241	3.2736
2088	E2F6	0.064979	2	11444375	11466177	152	21	117241	1.5143
2089	GREB1	0.025729	2	11534116	11642788	605	40	117241	1.9476
2090	NTSR2	0.33806	2	11658178	11670203	131	21	117241	0.41777
2091	LPIN1	0.1468	2	11677545	11827409	772	104	117241	1.0503
2092	TRIB2	0.1297	2	12716872	12742734	174	46	117241	1.1278
2093	FAM84A	0.45749	2	14632686	14640046	112	11	117241	0.10675
2094	LOC653602	0.48389	2	14635091	14650819	165	22	117241	0.040404
2095	NBAS	0.73051	2	15166908	15561348	1729	104	117241	-0.61437
2096	DDX1	0.93016	2	15591621	15631111	216	10	117241	-1.477
2097	MYCN	0.049881	2	15940438	15947007	131	24	117241	1.646
2098	FAM49A	0.54618	2	16549459	16665866	457	50	117241	-0.11602
2099	RAD51AP2	0.1859	2	17510584	17520580	101	17	117241	0.89309
2100	VSNL1	0.41753	2	17540540	17656439	464	53	117241	0.20821
2101	SMC6	0.2554	2	17663812	17753829	506	21	117241	0.6576
2102	GEN1	0.57978	2	17753627	17787104	290	20	117241	-0.20134
2103	MSGN1	0.74041	2	17816519	17817100	80	25	117241	-0.6446
2104	KCNS3	0.64277	2	17877847	17932961	296	31	117241	-0.36586
2105	RDH14	0.003783	2	18554723	18560693	131	25	117241	2.6708
2106	NT5C1B-RDH14	0.0019418	2	18554723	18589580	319	25	117241	2.8875
2107	NT5C1B	0.0025521	2	18562871	18589580	281	18	117241	2.8004
2108	OSR1	0.4397	2	19351485	19358611	129	19	117241	0.15172
2109	TTC32	0.59177	2	19896753	19901986	126	17	117241	-0.23211
2110	WDR35	0.4471	2	19910260	19990123	574	61	117241	0.133
2111	MATN3	0.29388	2	19992052	20012694	211	52	117241	0.54208
2112	LAPTM4A	0.17268	2	20032650	20052028	155	23	117241	0.94363
2113	SDC1	0.0025142	2	20200797	20225433	167	30	117241	2.8052
2114	PUM2	0.00066086	2	20248692	20352229	526	51	117241	3.2112
2115	RHOB	0.0071706	2	20447071	20449445	72	19	117241	2.4486
2116	HS1BP3	0.014388	2	20617804	20651104	239	51	117241	2.1865
2117	GDF7	0.044165	2	20666664	20671490	101	12	117241	1.7043
2118	LDAH	0.065335	2	20684014	20823137	923	125	117241	1.5115
2119	APOB	0.14718	2	20999218	21044073	148	19	117241	1.0486
2120	TDRD15	0.14306	2	21106652	21147393	263	36	117241	1.0667
2121	LOC105377637	0.30042	2	23382827	23402338	187	35	117241	0.52318
2122	KLHL29	0.40916	2	23385427	23708613	1580	119	117241	0.2297
2123	ATAD2B	3.8373e-13	2	23685229	23927114	1233	134	117241	7.1668
2124	UBXN2A	3.7717e-09	2	23927271	24001000	375	33	117241	5.7784
2125	MFSD2B	5.9017e-06	2	24010083	24025874	124	21	117241	4.3812
2126	C2orf44	1.1012e-06	2	24029336	24047426	133	24	117241	4.7339
2127	FKBP1B	3.8485e-07	2	24049706	24067743	141	27	117241	4.9429
2128	SF3B6	1.6985e-06	2	24067584	24076444	107	20	117241	4.6452
2129	FAM228B	3.1735e-06	2	24076874	24169638	464	28	117241	4.5145
2130	TP53I3	4.7271e-06	2	24077428	24085215	109	19	117241	4.4293
2131	PFN4	6.7836e-07	2	24114809	24123477	118	19	117241	4.8313
2132	FAM228A	4.6513e-07	2	24175043	24191698	193	25	117241	4.9058
2133	ITSN2	8.2596e-06	2	24202866	24360528	745	44	117241	4.3074
2134	NCOA1	4.241e-10	2	24492050	24770702	1065	85	117241	6.1356
2135	PTRHD1	2.6725e-08	2	24790267	24793382	58	21	117241	5.4394
2136	CENPO	5.7583e-09	2	24793306	24822376	146	39	117241	5.7067
2137	ADCY3	8.2508e-11	2	24819169	24919733	356	39	117241	6.3908
2138	DNAJC27	4.4919e-09	2	24943636	24972094	135	26	117241	5.7489
2139	EFR3B	1.0811e-15	2	25042104	25159135	656	39	117241	7.9317
2140	POMC	5e-10	2	25160853	25168871	90	23	117241	6.1094
2141	DNMT3A	3.799e-12	2	25232961	25342590	463	41	117241	6.8459
2142	DTNB	4.7556e-17	2	25377198	25673647	970	118	117241	8.3107
2143	ASXL2	0.01218	2	25733753	25878474	442	62	117241	2.2514
2144	KIF3C	0.0026075	2	25926586	25982574	273	28	117241	2.7934
2145	RAB10	0.014036	2	26033860	26137454	430	42	117241	2.1963
2146	GAREML	0.00065452	2	26173091	26202529	203	35	117241	3.214
2147	HADHA	0.00076266	2	26190635	26244726	281	41	117241	3.1698
2148	HADHB	0.13424	2	26244748	26290465	241	33	117241	1.1065
2149	ADGRF3	0.088954	2	26308173	26346817	203	27	117241	1.3472
2150	EPT1	0.022567	2	26346086	26395891	238	43	117241	2.0034
2151	DRC1	0.014036	2	26401916	26456713	208	17	117241	2.1963
2152	OTOF	0.013816	2	26457203	26558698	396	44	117241	2.2025
2153	C2orf70	0.010485	2	26562556	26579529	138	24	117241	2.3085
2154	CIB4	0.0062139	2	26573764	26641411	351	33	117241	2.4998
2155	KCNK3	0.024752	2	26692713	26731198	269	39	117241	1.9642
2156	SLC35F6	0.81609	2	26764274	26781231	160	29	117241	-0.90057
2157	CENPA	0.60078	2	26786014	26794589	117	25	117241	-0.25536
2158	DPYSL5	0.017994	2	26848101	26950351	370	55	117241	2.0971
2159	MAPRE3	0.028191	2	26970371	27027219	194	21	117241	1.9081
2160	TMEM214	0.011348	2	27032906	27041697	137	16	117241	2.2785
2161	AGBL5	0.030106	2	27051423	27070622	207	15	117241	1.8792
2162	OST4	0.042768	2	27070472	27071699	87	12	117241	1.7194
2163	EMILIN1	0.041418	2	27078567	27086404	62	13	117241	1.7345
2164	KHK	0.021522	2	27086743	27100751	60	16	117241	2.0233
2165	CGREF1	0.010628	2	27099353	27119127	72	25	117241	2.3034
2166	ABHD1	0.018841	2	27123780	27130991	67	11	117241	2.0783
2167	PREB	0.029017	2	27130756	27134674	64	9	117241	1.8954
2168	PRR30	0.02331	2	27136847	27139464	58	7	117241	1.9897
2169	TCF23	0.034025	2	27148933	27153576	91	12	117241	1.8247
2170	SLC5A6	0.12588	2	27199587	27212307	60	15	117241	1.1461
2171	ATRAID	0.088816	2	27212031	27217178	39	9	117241	1.3481
2172	CAD	0.078671	2	27217390	27243792	101	21	117241	1.4141
2173	SLC30A3	0.061236	2	27254572	27275366	85	24	117241	1.5445
2174	DNAJC5G	0.070848	2	27275421	27281430	63	21	117241	1.4695
2175	TRIM54	0.08208	2	27282429	27307439	109	24	117241	1.3912
2176	UCN	0.11681	2	27307397	27308262	47	13	117241	1.1911
2177	MPV17	0.085066	2	27309490	27325680	90	22	117241	1.3718
2178	GTF3C2	0.14849	2	27325849	27357034	142	36	117241	1.0429
2179	EIF2B4	0.42808	2	27364352	27370457	83	23	117241	0.18126
2180	SNX17	0.77731	2	27370496	27377533	91	26	117241	-0.76313
2181	ZNF513	0.60289	2	27377231	27380866	77	23	117241	-0.26084
2182	PPM1G	0.31718	2	27381199	27409683	144	26	117241	0.47559
2183	NRBP1	0.10396	2	27428606	27442259	133	23	117241	1.2593
2184	KRTCAP3	0.10452	2	27442351	27446481	109	20	117241	1.2562
2185	IFT172	0.11701	2	27444373	27489811	244	35	117241	1.19
2186	FNDC4	0.1146	2	27491883	27495296	62	20	117241	1.2024
2187	GCKR	0.18963	2	27496839	27523689	124	29	117241	0.87925
2188	C2orf16	6.2937e-05	2	27576522	27582722	65	20	117241	3.8344
2189	ZNF512	0.00012852	2	27582969	27623215	160	32	117241	3.6552
